,rating
32229,4.0
26714,5.0
71873,4.0
66008,2.0
69675,5.0
21425,4.0
37904,4.0
45343,4.0
9001,4.0
34565,3.0
6058,5.0
56267,5.0
23091,5.0
63901,4.0
45431,5.0
43601,5.0
26771,4.0
88111,4.0
6110,2.0
22579,5.0
15418,4.0
48650,5.0
73851,5.0
51586,4.0
36322,4.0
74646,5.0
34856,5.0
7172,5.0
79095,2.0
30662,5.0
14527,5.0
668,3.0
47782,5.0
82422,2.0
51816,3.0
55823,4.0
19361,4.0
77998,3.0
85407,5.0
89287,4.0
80788,4.0
63721,3.0
71825,3.0
70400,5.0
66873,5.0
5706,3.0
14212,3.0
28782,4.0
84515,5.0
47908,4.0
4013,4.0
43616,4.0
69145,5.0
551,5.0
22599,2.0
35181,3.0
85119,5.0
46933,5.0
5582,4.0
48140,3.0
54440,3.0
17591,3.0
75905,3.0
30187,2.0
73658,3.0
19809,3.0
8474,3.0
47621,3.0
26020,2.0
41453,4.0
65382,3.0
77355,4.0
64015,4.0
42242,3.0
31764,4.0
16208,4.0
1414,3.0
40406,3.0
48122,3.0
47978,4.0
25380,3.0
12414,3.0
88764,3.0
49258,4.0
69399,4.0
57308,4.0
23218,3.0
18133,3.0
76732,3.0
35627,3.0
48442,3.0
79568,3.0
2925,3.0
28447,4.0
7088,3.0
55819,3.0
29856,2.0
7316,2.0
80876,4.0
11831,2.0
53086,2.0
51613,4.0
36068,3.0
19305,2.0
78512,2.0
31068,3.0
40531,3.0
59050,3.0
55779,4.0
33715,3.0
4785,3.0
50038,3.0
59169,4.0
20319,3.0
53903,3.0
40977,3.0
38776,3.0
64638,3.0
31247,3.0
54641,4.0
1792,3.0
30279,3.0
45534,2.0
75577,3.0
17121,3.0
43312,3.0
43343,3.0
44039,3.0
12439,3.0
57,4.0
46816,3.0
43301,4.0
69212,4.0
4814,3.0
25297,2.0
84575,3.0
4335,3.0
74580,4.0
32958,3.0
35076,3.0
44826,2.0
26140,4.0
83767,3.0
87523,3.0
18425,3.0
72553,3.0
52363,3.0
88683,4.0
989,3.0
88665,2.0
20993,4.0
69086,4.0
69285,4.0
20996,5.0
50935,4.0
82828,4.0
