,rating
34434,5.0
24726,3.0
23285,4.0
15132,5.0
52447,5.0
53064,5.0
53704,4.0
7372,2.0
42573,4.0
88292,4.0
38835,5.0
42944,4.0
31695,5.0
64092,5.0
81471,4.0
87684,5.0
6784,5.0
22703,3.0
87621,5.0
62008,5.0
4435,5.0
36276,5.0
64421,3.0
37322,4.0
33202,4.0
26529,4.0
19521,4.0
16461,4.0
16718,2.0
13874,4.0
62054,5.0
46848,4.0
9232,5.0
30512,5.0
2055,4.0
68884,1.0
78560,5.0
46892,4.0
20202,5.0
22324,4.0
15617,4.0
30502,5.0
12268,3.0
24825,4.0
83321,4.0
84292,5.0
71600,5.0
43920,4.0
9988,5.0
71775,4.0
68991,1.0
20228,5.0
63247,4.0
20493,2.0
18970,5.0
3520,1.0
50743,5.0
46785,5.0
431,4.0
58232,5.0
85622,5.0
68809,4.0
15405,4.0
24097,5.0
11435,5.0
30231,5.0
86696,5.0
64847,4.0
19578,4.0
20616,4.0
670,5.0
49706,4.0
17472,4.0
5407,4.0
37636,4.0
11933,4.0
46046,3.0
80042,5.0
28400,3.0
83946,3.0
26842,5.0
67025,3.0
5398,3.0
84023,4.0
49447,5.0
5382,5.0
60284,4.0
3313,4.0
32654,3.0
37802,4.0
32656,4.0
27125,5.0
75766,5.0
72866,4.0
57496,5.0
33996,5.0
49589,4.0
31968,4.0
21941,3.0
17147,3.0
38233,5.0
46174,3.0
1959,4.0
50188,4.0
64557,5.0
12642,4.0
44286,5.0
26097,2.0
72177,5.0
22519,5.0
11551,4.0
78815,4.0
13925,5.0
83479,4.0
72150,4.0
7317,1.0
72103,1.0
65149,4.0
21199,4.0
75834,4.0
11416,2.0
19468,2.0
30179,4.0
72414,5.0
17546,3.0
52543,5.0
60403,5.0
15426,4.0
53640,4.0
30171,4.0
46395,3.0
21182,4.0
35632,4.0
9687,1.0
2660,4.0
26740,2.0
54597,3.0
29861,5.0
3968,5.0
74237,5.0
6497,1.0
28931,5.0
47823,4.0
70746,4.0
41851,4.0
55196,3.0
82746,5.0
40999,3.0
40962,5.0
75112,3.0
34772,5.0
39660,1.0
89337,5.0
63006,5.0
36617,5.0
54296,3.0
77144,2.0
36325,5.0
59361,5.0
88622,5.0
40782,1.0
33129,5.0
51364,3.0
36565,4.0
89252,5.0
31364,5.0
7921,3.0
65997,2.0
13666,5.0
20007,3.0
9084,2.0
41437,3.0
20024,2.0
73544,4.0
69807,5.0
39921,3.0
41690,5.0
10352,5.0
25722,3.0
1013,4.0
16054,3.0
54055,5.0
69962,5.0
70797,4.0
25121,3.0
56418,5.0
75199,4.0
79768,3.0
78018,5.0
54024,1.0
39553,5.0
12122,4.0
33312,4.0
1497,5.0
23957,4.0
271,4.0
80575,3.0
54290,4.0
14570,4.0
47207,4.0
20075,5.0
12799,5.0
88394,4.0
69197,3.0
29551,5.0
36512,5.0
7661,5.0
71380,5.0
52166,5.0
89669,5.0
168,5.0
80378,4.0
32306,4.0
75586,2.0
64821,4.0
17328,4.0
6883,5.0
32688,5.0
67925,4.0
17608,3.0
33622,5.0
872,5.0
24315,4.0
81733,3.0
70816,4.0
5221,4.0
25262,4.0
30609,3.0
55117,4.0
87006,2.0
80606,2.0
6546,4.0
36794,4.0
27698,5.0
26661,3.0
36505,4.0
32652,4.0
29335,2.0
19587,3.0
54863,3.0
64536,3.0
67217,4.0
564,3.0
15048,4.0
57924,2.0
41518,3.0
6377,5.0
12517,4.0
18301,3.0
52641,3.0
66758,5.0
70139,2.0
59011,4.0
72691,3.0
2734,5.0
23845,2.0
86266,4.0
14543,2.0
59079,5.0
4235,5.0
72472,4.0
83788,5.0
52165,4.0
60174,5.0
56226,3.0
15448,2.0
15015,5.0
37581,2.0
5192,4.0
3412,3.0
37537,1.0
2163,5.0
10525,5.0
53341,5.0
72368,3.0
67802,3.0
15782,4.0
73606,2.0
72715,5.0
77398,3.0
37513,3.0
14289,5.0
35813,3.0
3711,5.0
45380,3.0
86014,5.0
37773,5.0
26908,5.0
40506,4.0
54951,5.0
12921,4.0
60809,4.0
31960,3.0
36524,3.0
69697,5.0
62373,4.0
33786,5.0
68815,3.0
31597,3.0
61872,4.0
26284,4.0
16621,4.0
9132,4.0
68678,4.0
47488,3.0
61399,2.0
359,3.0
29829,3.0
43379,4.0
59498,2.0
75901,3.0
76203,5.0
55681,2.0
71843,2.0
29088,3.0
79860,3.0
34178,4.0
4608,3.0
27641,5.0
85623,4.0
34961,3.0
68873,4.0
39529,5.0
31504,3.0
79499,4.0
66361,1.0
27492,3.0
37128,5.0
79825,4.0
79830,4.0
54876,5.0
58517,5.0
7042,5.0
73964,5.0
35049,4.0
34459,5.0
28760,4.0
8849,5.0
16514,4.0
55580,5.0
88180,3.0
50737,4.0
20891,4.0
74921,2.0
48848,3.0
21347,2.0
3372,1.0
85312,3.0
16738,4.0
21469,1.0
38797,5.0
78721,5.0
34951,4.0
37303,1.0
85118,4.0
47629,4.0
68285,4.0
43921,2.0
6625,4.0
74731,3.0
82610,3.0
22931,2.0
60983,4.0
30795,5.0
68190,5.0
49057,4.0
17653,3.0
41660,4.0
44108,3.0
36119,3.0
12283,4.0
29979,4.0
64535,3.0
4657,5.0
83401,3.0
60003,4.0
25126,3.0
48973,3.5
41813,4.0
75440,4.0
