,user,movie
7041,693,232
44063,693,631
75280,693,759
51180,693,739
11232,693,1618
27648,693,696
72638,693,1124
69633,693,317
42082,693,296
71538,693,780
53361,693,815
6447,693,1461
53415,693,1407
70373,693,566
73203,693,602
57756,693,3
29775,693,1390
8862,693,1215
56788,693,1199
23837,693,682
44959,693,635
61479,693,261
80142,693,1565
13039,693,494
66594,693,1077
49081,693,580
60639,693,1547
37872,693,369
11839,693,1292
17358,693,447
44263,693,314
64182,693,1208
32234,693,88
18006,693,1513
39749,693,1157
16295,693,1398
70819,693,86
52809,693,637
65241,693,150
11857,693,249
66886,693,903
15433,693,1507
53062,693,612
74722,693,498
55611,693,947
13633,693,937
84518,693,1322
6550,693,231
26495,693,97
72240,693,1356
23814,693,373
67581,693,1082
80292,693,32
5895,693,273
57336,693,528
31174,693,762
87052,693,597
59188,693,1013
88962,693,414
1516,693,1329
86371,693,1281
12586,693,622
23507,693,1533
77257,693,926
1841,693,867
78530,693,1517
32226,693,1339
66096,693,194
9288,693,25
24821,693,456
24309,693,747
21761,693,1205
16756,693,909
48727,693,6
38832,693,55
43583,693,744
43141,693,42
70975,693,922
7409,693,950
24194,693,1615
53145,693,571
53131,693,643
76903,693,1234
87980,693,44
71557,693,1149
72875,693,1516
53124,693,337
69449,693,153
40565,693,433
18774,693,1365
30378,693,627
67831,693,1235
52617,693,390
43955,693,583
56515,693,113
12292,693,338
42934,693,1114
50881,693,551
85903,693,278
13319,693,1092
50566,693,415
56196,693,45
43369,693,851
85901,693,389
77070,693,547
52161,693,1070
59905,693,556
79835,693,1217
74146,693,575
31773,693,382
8117,693,87
66323,693,618
85959,693,349
52448,693,984
54889,693,876
86310,693,1333
71335,693,1241
22407,693,601
61764,693,1391
56423,693,399
16583,693,225
33194,693,41
40198,693,7
53680,693,929
75807,693,95
11239,693,1397
37712,693,1644
13548,693,229
77605,693,1189
29012,693,1095
2333,693,1527
40668,693,517
78941,693,27
69076,693,50
80352,693,1102
56034,693,613
34627,693,936
27570,693,797
1410,693,919
7827,693,184
81093,693,1293
48357,694,889
20748,694,471
50070,694,975
70223,694,1602
61611,694,293
32593,694,460
69847,694,821
4560,694,1500
61555,694,1285
67321,694,474
5514,694,829
54285,694,982
26547,694,579
16075,694,729
54606,694,585
27359,694,207
21351,694,1284
32833,694,721
46016,694,1637
3913,694,1588
43826,694,476
47792,694,1369
64034,694,468
26403,694,32
619,694,806
45440,694,1274
19025,694,28
29543,694,43
33496,694,279
86982,694,825
8086,694,1012
39910,694,767
19622,694,1606
42107,694,733
28648,695,1109
11507,695,92
74918,695,3
36187,695,339
12235,695,773
51612,695,411
75145,695,766
546,695,1639
31059,695,1295
4210,695,389
47963,695,729
70518,695,975
68118,695,1092
17675,695,883
42114,695,1589
63973,695,1608
66739,695,1457
38501,695,1637
58273,695,337
42173,695,635
89190,695,1274
4118,695,89
48340,695,1500
67764,695,552
53370,695,829
54829,695,1507
3728,695,460
54184,695,410
87925,696,825
17884,696,883
19464,696,411
78870,696,235
51697,696,721
35971,696,1133
75312,696,744
42167,696,612
31988,696,1398
1902,696,255
2289,696,131
85770,696,519
83318,696,946
84604,696,389
45476,696,993
16790,696,1379
55213,696,1210
505,696,604
24635,696,1232
56494,696,15
70813,696,729
24762,696,161
14612,696,1284
71708,696,1252
89671,696,904
49490,696,1285
76409,696,585
33497,696,713
19301,696,577
36424,696,829
61951,696,1110
22532,696,855
77566,696,43
26595,696,1570
54364,696,891
48898,696,639
64223,696,1366
19073,696,1182
79388,696,212
17378,696,32
30276,696,1394
35926,696,484
74588,696,733
85110,696,348
55198,696,1531
76860,696,860
32165,696,1497
20175,696,293
62325,696,768
33401,696,1206
66227,696,1146
40456,696,347
50327,696,1274
28456,696,471
85483,696,1547
68252,696,1374
14321,696,1234
71782,696,1338
73986,696,332
69611,696,991
54474,696,780
74254,696,1495
33276,696,178
47785,696,1404
19344,696,1158
69380,696,493
81958,696,914
78535,696,1540
12739,696,579
38485,696,1441
62999,696,501
78632,696,1101
46407,696,424
58883,696,766
71675,696,1018
41748,696,455
68432,696,521
85997,696,666
89577,696,945
30850,696,1515
9330,696,211
22282,696,1523
59860,696,889
76355,696,2
69129,696,183
75189,696,244
67567,696,1543
41524,696,510
44490,696,1347
72466,696,410
10531,697,413
35914,697,762
16245,697,1253
31512,697,178
75956,697,455
32969,697,658
20909,697,1515
19055,697,1445
49623,697,612
702,697,1497
41652,697,41
51878,697,793
89389,697,225
27164,697,1066
19130,697,1580
27765,697,1542
73487,697,752
10366,697,547
11405,697,1391
58527,697,1594
34550,697,622
30109,697,226
84894,697,410
55324,697,1644
84921,697,1632
8785,697,1373
31414,697,97
63593,697,1416
1383,697,1502
65724,697,1132
16480,697,1238
21589,697,1365
83229,697,273
20641,697,1082
2837,697,498
13419,697,389
69950,697,113
71253,697,1479
9511,697,964
9046,697,36
78195,697,456
12456,697,1523
52545,697,333
35778,697,153
49521,697,7
55067,697,32
79561,697,414
42527,697,947
57917,697,1178
673,697,296
7000,697,1460
48070,697,685
10754,697,1025
25471,697,184
48952,697,643
8420,697,1134
30636,697,291
54293,697,1205
65191,697,1102
26111,697,457
14818,697,44
5617,697,1407
28169,697,1148
88083,697,336
65024,697,1035
59376,697,1156
86629,697,278
89543,697,986
10846,697,249
7102,697,1333
44935,697,744
51208,697,421
40299,697,25
68222,697,860
50236,697,303
47274,697,667
75473,697,618
18384,697,996
28693,697,909
89299,697,1394
43571,697,232
88803,697,873
64166,697,86
55889,697,528
53340,697,1215
69415,697,1507
83849,697,880
30296,697,1199
60418,697,45
48664,697,1398
28146,697,1034
5640,697,1226
28646,697,1461
89227,697,1234
82201,697,150
78849,697,4
68023,697,229
50402,697,1620
83553,697,1356
79113,697,234
27501,697,1397
42691,697,1216
31178,697,1297
46493,697,1269
16976,697,27
56317,697,1636
88336,697,1155
32314,697,1016
73036,697,908
30877,697,677
86654,697,209
16432,697,747
42653,697,10
68009,697,446
51433,697,88
45675,697,173
88483,697,1533
