,user,movie
72217,0,113
46522,0,301
9316,0,240
83435,0,88
72610,0,867
66128,0,152
83307,0,672
67725,0,1178
14904,0,1113
29338,0,1633
26718,0,7
46117,0,1534
46010,0,412
5540,0,1231
36492,0,419
54154,0,991
9297,0,1190
22874,0,1066
26583,0,232
35790,0,1038
50867,0,1523
7765,0,406
47062,0,1005
88387,0,1543
58906,0,982
72179,0,1441
77839,0,87
30661,0,223
56844,0,1240
67941,0,1317
35754,0,109
56756,0,1201
11483,0,1481
83711,0,1652
67897,0,690
6273,0,226
35661,0,883
30374,0,238
11324,0,1350
9461,0,825
61165,0,3
14175,0,694
58217,0,559
74180,0,1183
44623,0,171
44609,0,1337
81756,0,293
24027,0,1572
11087,0,1484
5626,0,891
74376,0,1247
51330,0,1175
44391,0,1241
11050,0,1019
7605,0,1316
74581,0,422
54466,0,587
88363,0,642
44781,0,1365
27037,0,1314
54162,0,1644
36635,0,1251
73412,0,1096
36863,0,940
73535,0,996
82608,0,84
82590,0,355
44849,0,1205
31804,0,797
14966,0,884
67557,0,1547
45091,0,553
82265,0,956
61025,0,175
17599,0,1613
17603,0,532
4803,0,519
35560,0,1008
72058,0,450
3832,0,1461
86867,0,420
20829,0,360
33518,0,1289
20798,0,1234
16273,0,1132
16615,0,1181
86497,0,184
33466,0,916
12249,0,44
69725,0,1257
69804,0,1157
86406,0,661
65310,0,317
26017,0,1106
68328,0,846
68291,0,1401
86446,0,41
70129,0,93
30252,0,1167
25076,0,1419
59262,0,367
68737,0,811
23337,0,613
4542,0,1276
50129,0,426
59278,0,954
4548,0,1410
69073,0,1558
87495,0,400
52780,0,909
50222,0,1306
14687,0,1559
33193,0,1342
87227,0,1460
50228,0,415
30309,0,700
20932,0,857
54522,0,1471
48742,0,554
59075,0,1339
4010,0,1390
34794,0,622
50709,0,643
3967,0,803
21992,0,369
84840,0,1329
60135,0,131
85157,0,616
53594,0,789
1103,0,773
17049,0,143
6349,0,598
84558,0,698
84532,0,986
64669,0,919
71903,0,1301
52594,0,94
48661,0,373
20409,0,50
16904,0,1155
86001,0,1566
85911,0,621
65950,0,341
7873,0,1208
57297,0,1048
70619,0,997
23082,0,1238
53401,0,1037
59991,0,1146
11799,0,1662
52632,0,230
32462,0,737
70794,0,744
48266,0,480
70850,0,1539
85489,0,569
48304,0,780
67301,0,827
82974,0,313
4533,0,1399
66448,0,950
76396,0,1222
2207,0,776
18194,0,255
42712,0,1397
63072,0,608
28772,0,850
43939,0,1266
39736,0,1025
61953,0,414
24185,0,1226
55113,0,1597
3124,0,76
76653,0,1486
43354,0,567
79141,0,16
9826,0,262
39973,0,2
39990,0,1064
42482,0,46
25156,0,612
76352,0,715
89385,0,1322
55825,0,896
12531,0,524
54969,0,104
66414,0,1407
28636,0,1657
28651,0,1658
80387,0,1393
31201,0,1537
75964,0,36
22315,0,229
67046,0,976
76050,0,133
75559,0,1619
19135,0,628
28533,0,747
75535,0,390
12505,0,677
7531,0,304
55843,0,389
76142,0,303
56017,0,1456
1831,0,591
79066,0,1063
62960,0,570
39930,0,178
6026,0,411
30910,0,572
62674,0,115
55293,0,528
80940,0,1607
78355,0,1204
27796,0,212
22478,0,145
15367,0,349
24098,0,1379
41945,0,31
24268,0,1391
17840,0,711
3201,0,964
61417,0,1235
30940,0,696
41219,0,1621
40402,0,456
40160,0,35
7403,0,1349
74989,0,448
62144,0,1398
76933,0,1189
51447,0,1609
51943,0,1394
40322,0,728
81183,0,199
24082,0,1485
78693,0,498
14354,0,333
44053,0,1432
78251,0,1565
30928,1,1284
2949,1,1500
13102,1,1025
63259,1,860
88376,1,975
63189,1,1637
46838,1,518
32115,1,666
33290,1,1238
23900,1,487
70486,1,460
15505,1,1206
59878,1,1495
34044,1,964
69887,1,1167
25994,1,733
48073,1,410
69669,1,621
47758,1,1232
13786,1,144
53051,1,946
20754,1,1011
57499,1,1261
8703,1,84
26341,1,780
19032,1,572
17078,1,498
78326,1,333
33456,1,1244
55597,1,98
47227,1,1314
12753,1,1556
58942,1,228
84623,1,92
19485,1,829
44029,1,976
38278,1,1537
36610,1,729
1514,1,1270
31729,1,612
54906,1,1099
45152,1,538
82748,1,32
1400,1,1398
6113,1,15
72622,1,484
14062,1,855
1883,1,1497
75608,1,425
45540,1,8
22845,1,396
74129,1,1523
73393,1,476
32024,1,695
28755,1,1185
69423,2,695
45312,2,43
31499,2,474
74387,2,1281
54733,2,708
61462,2,398
5629,2,577
132,2,1377
13960,2,914
37901,2,348
60988,2,823
35040,2,829
31640,2,1556
71543,2,1020
76891,2,407
73687,2,332
21999,2,293
87010,2,32
23608,2,741
75107,2,1376
51558,2,621
34958,2,339
39687,2,490
9291,2,333
80303,2,1158
53108,2,1606
7299,2,136
66671,2,350
22408,2,207
68484,2,767
68315,2,453
41032,2,705
8561,2,410
53221,2,889
12875,2,1002
13218,2,411
20577,2,89
6243,2,1554
17175,2,655
49960,2,4
59618,2,471
77539,2,579
57784,2,1187
44062,2,378
30827,2,1589
31269,2,928
80468,2,860
19969,2,397
61402,2,1284
42046,3,1398
57326,3,314
26953,3,1401
12026,3,333
2335,3,860
44536,3,1102
27127,3,889
4061,3,1284
32680,3,1606
61492,3,1556
53230,3,743
28863,3,198
53469,3,747
11440,3,1649
32994,3,1301
87601,3,733
80437,3,100
45790,3,332
13323,3,1369
26344,3,982
25836,3,407
9405,3,339
50260,3,471
50665,3,32
87019,4,628
7611,4,249
28108,4,673
1733,4,313
81694,4,1013
33052,4,1096
77794,4,1169
65373,4,1095
44639,4,1417
74181,4,672
49279,4,498
33694,4,947
2562,4,133
6112,4,775
27201,4,414
54507,4,700
86928,4,1394
12184,4,690
19405,4,987
81071,4,838
68879,4,1381
41011,4,2
78082,4,977
25854,4,531
16498,4,7
81707,4,1322
86763,4,790
49654,4,1205
23243,4,182
69382,4,1431
69409,4,113
59455,4,667
49855,4,794
28024,4,93
44102,4,1449
6872,4,1396
54484,4,199
2471,4,20
19366,4,1203
59642,4,1329
49374,4,528
55660,4,1397
57551,4,1652
24055,4,1266
72442,4,57
81892,4,1662
80528,4,1533
80539,4,1019
47254,4,1248
35418,4,631
39391,4,570
84553,4,1509
29259,4,61
35205,4,178
64679,4,596
43638,4,554
24504,4,1392
71662,4,569
36616,4,1523
57030,4,382
47573,4,1106
84345,4,247
76349,4,658
38709,4,1615
7768,4,547
56670,4,270
46453,4,850
39088,4,60
53867,4,1181
43309,4,1306
19193,4,456
72277,4,1349
46912,4,62
61811,4,909
36048,4,1395
61817,4,233
46348,4,446
63202,4,1178
11537,4,1425
83240,4,685
72079,4,40
78669,4,945
75346,4,1299
26319,4,1390
5602,4,1040
59866,4,44
82140,4,187
73979,4,441
70279,4,1507
81004,4,41
37504,4,130
77023,4,1633
86212,4,1155
86215,4,896
11940,4,1276
13850,4,1123
59824,4,519
24540,4,551
65314,4,176
18369,4,1581
64105,4,997
20549,4,820
26110,4,1559
5565,4,846
16970,4,184
20347,4,1189
34781,4,63
60902,4,875
64949,4,221
56076,4,294
10688,4,200
34527,4,65
42553,4,616
48280,4,24
26189,4,1093
42444,4,1350
26156,4,707
40027,4,415
48636,4,964
20531,4,1407
77946,4,160
32893,4,1030
15737,4,318
89608,4,64
50386,4,996
23573,4,36
50239,4,376
8034,4,1235
50521,4,1450
32206,4,1398
59191,4,183
50975,4,161
4690,4,1234
30665,4,773
241,4,1399
89301,4,764
67970,4,768
66359,4,930
59071,4,1478
20991,4,1156
16115,4,134
31987,4,1037
58869,4,300
8016,4,1620
16203,4,179
186,4,778
67788,4,29
31515,4,747
25074,4,1085
32445,4,18
66949,4,1488
166,4,744
68132,4,319
66593,4,1023
58802,5,1270
10528,5,50
26350,5,802
64195,5,1269
39639,5,947
56585,5,361
69886,5,687
63113,5,498
84712,5,443
11997,5,1189
24206,5,230
28880,5,209
12771,5,184
30551,5,762
2892,5,642
50741,5,234
24961,5,1077
87549,5,622
68044,5,1135
69597,5,643
19856,5,1329
16570,5,527
41737,5,741
24701,5,1513
52014,5,867
36348,5,1429
19834,5,1257
60417,5,1537
36342,5,200
660,5,1146
41700,5,27
47282,5,232
3590,5,815
68004,5,1297
24128,5,1326
10496,5,1002
66029,5,1502
71764,5,1657
23025,5,7
35204,5,122
71498,5,1636
7624,5,171
57899,5,1036
62954,5,1034
80597,5,1281
23018,5,1407
1970,5,206
50312,5,354
27204,5,1398
71737,5,153
86678,5,1317
21406,5,303
12870,5,3
6804,5,964
18458,5,528
10935,5,1485
31107,5,981
22801,5,1205
85476,5,1348
32414,5,538
55181,5,301
45051,5,319
54328,5,612
27651,5,333
17593,5,1004
10196,5,1615
48185,5,628
6989,5,1294
54271,5,1526
63580,5,829
82572,5,1461
26203,5,31
29950,5,1644
24917,5,229
54602,5,883
59952,5,1005
85657,5,199
65081,5,389
85763,5,84
53368,5,909
4142,5,1481
34467,5,1476
14891,5,634
15569,5,1565
16858,5,1322
85594,5,207
31099,5,953
5951,5,1226
5168,5,386
51446,5,1456
33879,5,399
28786,5,70
40265,5,776
38256,5,1342
53511,5,1556
82730,5,1523
85096,5,1178
67164,5,450
86241,5,237
2374,5,1221
48860,5,1027
52310,5,1231
6907,5,1479
5682,5,1356
71450,5,278
11961,5,484
23878,5,922
14614,5,1295
43923,5,780
45578,5,1575
11731,5,1497
89111,5,570
70994,5,258
71015,5,487
66321,5,88
30009,5,1190
67257,5,109
14951,5,572
43975,5,1082
4037,5,446
61400,5,360
67268,5,860
9833,5,1251
48706,5,1032
42071,5,41
38445,5,433
78781,5,447
68588,5,1572
35237,5,1148
77452,5,1580
74332,5,249
38059,5,113
88403,5,86
22483,5,337
49730,5,937
81708,5,851
74523,5,997
12088,5,318
11487,5,880
17480,5,95
22318,5,623
64358,5,1321
