,user,movie
71624,572,1415
24510,572,682
68605,572,414
37006,572,447
70934,572,1507
4802,572,333
66507,572,1527
907,572,1589
36118,572,303
2268,572,815
44297,572,87
5605,572,1110
42484,572,623
4107,572,317
53969,572,446
10696,572,855
56282,572,478
60518,572,1204
27927,572,296
36243,572,1297
48388,572,936
76621,572,1205
50954,572,551
30265,572,1157
35147,572,1407
7482,572,1363
58686,572,225
16599,572,455
80761,572,44
72270,572,1479
47010,572,1070
3850,572,3
66589,572,1077
5549,572,1580
64869,572,337
66582,572,1189
35904,572,1096
17567,572,909
13192,572,460
65625,572,1132
61264,572,1615
74763,572,1238
33257,572,95
42767,572,1398
63443,572,1182
35345,572,612
80690,572,1365
44660,573,572
44018,573,621
77155,573,1284
86351,573,460
29781,573,59
83313,573,737
78803,573,1589
37233,573,729
28704,573,1257
51472,573,498
48854,573,332
48010,573,1002
89107,573,411
2886,573,1302
33687,573,579
1921,573,1219
61173,573,1369
54704,573,1117
36323,573,397
24004,573,823
39156,573,585
43065,573,476
36393,573,453
70368,573,1437
22432,573,829
37358,573,333
43631,573,1637
51065,573,474
33534,573,92
80404,573,339
50368,573,207
56611,573,552
53339,573,828
50464,573,825
51686,573,98
13474,573,1556
89382,573,89
48360,573,501
57332,573,293
55948,573,1457
76789,573,1067
88508,573,468
68631,573,1206
58141,574,1020
17099,574,860
15577,574,1329
83493,574,1398
60478,574,1281
41891,574,1178
19255,574,996
10694,574,1407
61027,574,1234
68726,574,538
65276,574,1002
42505,574,1537
33505,574,1460
64254,574,44
80701,574,1354
12745,574,273
28341,574,1415
26487,574,1507
61621,574,623
83802,574,612
44737,574,1217
50959,574,1102
45679,574,570
26364,575,554
35316,575,1524
72941,575,474
7293,575,1570
38589,575,1657
73239,575,747
31092,575,498
15909,575,860
17697,575,653
4566,575,1005
26826,575,378
11414,575,587
15274,575,1025
26200,575,249
86089,575,883
68513,575,1398
66035,575,389
40031,575,780
22651,575,855
68181,575,1190
34600,575,82
5870,575,171
40303,575,1297
52391,575,1023
60604,575,1146
15277,575,889
52515,575,1101
48199,575,96
4523,575,1543
33535,575,964
28976,576,36
31730,576,1028
58270,576,1281
41473,576,1644
11055,576,1076
81217,576,774
5691,576,1467
75409,576,1543
41918,576,762
75663,576,1523
1361,576,133
72574,576,570
75632,576,1395
12,576,1397
80875,576,1381
48230,576,1202
80885,576,1509
83685,576,1142
14437,576,1572
22246,576,1146
64617,576,456
87541,576,390
39343,576,525
38910,576,422
76865,576,270
77112,576,1390
88082,576,493
73289,576,503
82927,576,1399
74464,576,517
71575,576,349
69508,576,1048
6166,576,284
27791,576,338
24906,576,805
41069,576,42
70151,576,987
9476,576,77
51243,576,88
83690,576,797
76835,576,1183
6117,576,484
48096,576,1507
37363,576,780
37960,576,1246
87738,576,355
81208,576,739
39327,576,44
16185,576,409
46777,576,696
13916,576,312
7074,576,744
58972,576,1373
13366,576,591
67131,576,618
18949,576,949
5928,576,526
60758,576,225
11450,576,1005
53546,576,1222
72255,576,93
73088,576,1106
7059,576,1350
86706,576,1304
66564,576,971
82472,576,1365
14250,576,498
12039,576,446
67509,576,795
32134,576,1184
67512,576,551
25266,576,1398
1231,576,345
40396,576,1361
50037,576,809
82139,576,529
35291,576,884
29422,576,150
35963,576,275
17004,576,596
24211,576,1234
14802,576,1249
11517,576,50
13545,576,341
60638,576,2
79471,576,1276
87628,576,1497
79231,576,1013
3494,576,709
77689,576,1565
40218,576,1615
580,576,435
60682,576,1120
45474,576,753
68950,576,373
52212,576,1173
29603,576,1317
79217,576,113
77867,576,793
83204,576,410
37613,576,1339
39201,576,1633
89090,576,1386
82100,576,199
26855,576,1244
61847,576,1516
41779,576,452
7748,576,179
75568,576,109
53645,576,1239
70666,576,1500
26262,576,1613
88420,576,314
41260,576,860
57106,576,169
62429,576,415
34545,576,200
16939,576,1322
45081,576,1021
49243,576,741
62194,576,1149
47203,576,524
55340,576,1513
10097,576,380
66700,576,1657
46729,576,610
9965,576,223
460,576,846
58505,576,262
45788,576,820
32124,576,1407
75361,576,728
14593,576,235
34749,576,317
29222,576,800
1934,576,1537
75243,576,566
59428,576,143
51104,576,715
39839,576,571
64972,576,693
58401,576,868
61449,576,41
7720,576,1017
55529,576,643
26482,576,416
2671,576,1264
85813,576,178
29167,576,867
71431,576,1301
12591,576,136
32971,576,644
40846,576,1169
29178,576,274
31063,576,142
42662,576,1641
18681,576,1488
81544,576,996
87594,576,764
20975,576,653
46881,576,1210
31402,576,694
12399,576,1321
1574,576,1573
55059,576,1190
19489,576,1391
53983,576,1178
68606,576,924
13076,576,1251
82567,576,1460
66978,576,624
31480,576,132
1390,576,1533
56666,576,1201
84856,576,773
70438,576,57
75069,576,1329
8405,576,261
14022,576,1147
67126,577,32
39173,577,378
1834,577,1588
59206,577,293
3859,577,860
28240,577,327
73584,577,534
64470,577,519
38071,577,484
21391,577,1284
63540,577,1376
81834,577,1394
65054,577,1395
1826,577,1515
29985,577,411
5545,577,889
43361,577,1081
56692,577,1500
64128,577,43
83826,577,621
2122,577,333
80114,577,348
75088,577,767
74915,578,477
78793,578,1018
75270,578,1214
13593,578,528
44442,578,572
79366,578,1454
20945,578,551
70312,578,1208
62311,578,339
4949,578,1481
15551,578,996
29386,578,1615
82549,578,55
43896,578,1620
18629,578,498
18112,578,1274
79039,578,1190
46249,578,728
81254,578,317
53027,578,199
85246,578,333
71509,578,41
68457,578,1284
48700,578,797
78178,578,1556
63249,578,667
13845,578,860
8373,578,635
37529,578,1016
67241,578,1537
20027,578,1613
21656,578,1467
66640,578,380
70931,578,476
16943,578,1339
10999,578,453
62396,578,591
19372,578,1398
83608,578,1386
84130,578,460
41898,578,747
30143,578,1149
54542,578,579
43536,578,411
14695,578,1329
77510,578,1523
75832,578,554
14947,578,1416
27885,578,252
84061,578,113
50427,578,1407
28896,578,1013
25940,578,577
37329,578,249
46980,578,773
52034,578,293
9197,578,184
913,578,337
30372,578,318
18877,578,1543
47171,578,658
70007,578,358
80269,578,178
44273,578,643
9169,578,82
57133,578,1652
38470,578,1215
3239,578,815
47314,578,1023
1064,579,481
39213,579,498
40685,579,768
68482,579,891
72653,579,1633
39106,579,1005
69400,579,96
34642,579,567
67551,579,1576
11335,579,1274
16029,579,1146
24836,579,598
79402,579,964
65551,579,958
17098,579,407
27669,579,43
31673,579,1234
42133,579,378
45757,579,1394
71263,579,1398
29953,579,1244
71311,579,860
38375,579,1256
14237,579,519
78210,579,1543
72042,579,476
89323,579,32
39045,579,1369
55770,579,333
25092,579,1284
59543,579,644
65843,579,529
53515,579,178
24739,579,553
74524,579,460
43082,579,971
12923,579,1401
57628,579,744
65529,579,884
31802,579,235
69884,579,104
16575,580,1240
8334,580,498
13410,580,1524
30757,580,561
19568,580,660
39287,580,1
71519,580,1234
71224,580,283
86346,580,309
29807,580,855
15498,580,612
82464,580,885
41192,580,455
81172,580,1297
54759,580,507
77095,580,230
40724,580,224
27770,580,171
12899,580,209
44661,580,572
49838,580,1394
44079,580,1398
30820,580,1295
44867,580,388
21996,580,285
18898,580,389
54034,580,1543
60814,581,553
50569,581,1256
9097,581,143
20012,581,1135
14233,581,309
84768,581,464
33441,581,139
76204,581,1287
38381,581,178
72786,581,435
1589,581,32
37343,581,358
3983,581,860
17710,581,768
69430,581,1524
15532,581,945
59605,581,572
76043,581,519
46382,581,1002
11757,581,1005
23716,581,1394
855,581,1085
58513,581,693
14278,581,498
63585,581,1251
63105,581,653
4537,581,1398
56446,581,987
47708,581,1401
51485,581,744
41727,581,525
56369,581,425
2800,581,780
10012,581,1146
63184,581,1523
44598,581,770
83904,581,953
71327,581,1500
33576,581,1660
82956,581,293
43794,581,333
87641,581,1234
41261,581,1547
70059,581,1609
32862,581,1142
19282,581,332
84171,581,1210
62280,581,1284
61254,581,1071
43764,581,883
50267,581,463
16066,581,820
27540,581,1633
83733,581,1274
50230,581,609
55661,581,964
59656,581,59
34936,582,1016
50558,582,58
67259,582,1461
57389,582,715
70967,582,200
66277,582,1102
22095,582,1481
69502,582,1527
58170,582,273
67137,582,855
11014,582,1183
79616,582,1572
88256,582,634
57702,582,1304
45385,582,498
66443,582,1386
82931,582,150
13549,582,1322
79557,582,929
32580,582,293
37180,582,1479
16610,582,460
16238,582,1066
4439,582,226
40505,583,1397
11651,583,1500
88845,583,1394
37988,583,1597
53656,583,446
76639,583,1396
76660,583,1516
87372,583,104
21884,583,1234
88787,583,1398
1950,583,1391
79565,583,178
67398,583,1392
64740,583,685
28410,583,333
13291,583,1390
45106,583,999
79013,583,811
67633,583,776
47538,583,1037
65371,583,1509
53775,583,456
65408,583,1393
37121,583,797
82904,584,1233
36976,584,368
56224,584,1130
43799,584,301
13557,584,1240
9548,584,1484
40363,584,1409
76488,584,865
36841,584,1500
17929,584,1651
60234,584,771
11499,584,1110
81899,584,207
70225,584,1498
8576,584,1032
38580,584,1294
13542,584,1491
21332,584,589
35179,584,227
6873,584,499
58150,584,1621
75954,584,448
57307,584,309
81837,584,1034
7915,584,959
62156,584,460
47221,584,336
60112,584,1557
18753,584,324
20214,584,698
85345,584,520
20789,584,940
45215,584,776
32907,584,988
66888,584,919
49574,584,148
19002,584,459
82845,584,1293
78621,584,677
67138,584,1238
9349,584,421
39386,584,1260
88183,584,400
67731,584,367
49435,584,1485
70565,584,165
75424,584,1558
49270,584,1066
58094,584,1257
74424,584,1594
14016,584,554
17229,584,457
7614,584,1207
22199,584,10
58254,584,1650
69990,584,1226
83062,584,804
2125,584,120
14848,584,1047
49303,584,76
80514,584,1180
41213,584,1310
22973,584,455
26321,584,85
5551,584,1486
7238,584,1167
84110,584,1403
70923,584,1228
82210,584,922
51466,584,582
12420,584,430
29584,584,1196
36062,584,84
74366,584,664
16852,584,152
89565,584,1149
18417,584,1297
76487,585,773
64902,585,237
46929,585,1645
69077,585,950
83998,585,347
15777,585,1147
22896,585,1533
19293,585,1210
65952,585,519
8313,585,262
29922,585,416
7665,585,104
8933,585,924
75570,585,1338
80148,585,1459
25054,585,355
53391,585,439
56753,585,1205
41308,585,598
47723,585,266
7332,585,312
69305,585,1344
77747,585,505
4943,585,446
59861,585,228
87236,585,133
34993,585,1449
69033,585,565
31762,585,643
20282,585,1043
29300,585,553
64157,585,1391
65514,585,801
61003,585,406
69407,585,131
18479,585,846
26469,585,305
7423,585,551
78330,585,1398
32409,585,422
48810,585,1497
46366,585,1057
81026,585,622
45583,585,1113
24998,585,1514
86182,585,780
9682,585,1184
45759,585,820
55446,585,608
67892,585,442
78943,585,57
76338,585,113
2572,585,16
17769,585,42
5937,585,385
29188,585,1322
43283,585,1369
32417,585,855
55454,585,700
83562,585,1513
78431,585,1397
73235,585,1243
12888,585,528
58769,585,669
58762,585,1064
23250,585,567
55022,585,762
14841,585,570
11840,585,747
75943,585,797
18915,585,653
5736,585,1190
70676,585,1349
74203,585,800
30268,585,526
88927,585,1390
20966,585,631
55569,585,1373
2683,585,1016
8816,585,1393
24111,585,769
71329,585,966
27703,585,886
20722,585,143
55207,585,259
32396,585,1507
80182,585,1251
25002,585,1460
35640,585,524
21670,585,274
23948,585,402
81056,585,987
62705,585,1178
59029,585,419
6015,585,609
11526,585,288
42450,585,999
36583,585,1234
64399,585,1461
61920,585,1264
28524,585,1231
35321,585,964
12583,585,1410
10658,585,1559
11528,585,431
24455,585,613
51616,585,517
28070,585,623
17137,585,17
63390,585,1534
15956,585,41
29056,585,1281
61803,585,1565
47550,585,1301
71684,585,666
89567,585,1456
16714,585,134
77894,585,945
73070,585,1085
1693,585,315
49807,585,127
77006,585,1386
61101,585,685
32212,585,1176
13339,585,415
2533,585,358
49863,585,223
83163,585,1547
27382,585,857
61275,585,1394
23259,585,314
3272,585,1417
71853,585,1516
22637,585,115
6252,585,132
44199,585,542
82495,585,414
48239,585,1018
35969,585,1370
49908,585,753
78865,585,1366
21442,585,774
52764,585,325
12370,585,199
51947,585,569
50453,585,44
42139,585,328
77743,585,456
12533,586,536
79334,586,139
7862,586,1065
42047,586,1133
55145,586,587
41559,586,1187
53607,586,1364
80419,586,136
37485,586,1631
14261,586,410
7868,586,1346
25982,586,932
77890,586,854
68667,586,572
37691,586,31
59484,586,1556
63331,586,860
33351,586,1482
67523,586,398
84971,586,538
78060,586,1302
22602,586,636
9519,586,98
11221,586,655
61815,586,1588
17508,586,766
15169,586,307
2089,586,1376
82035,586,1152
67853,586,729
65334,586,1554
55759,586,585
11398,586,1401
65579,586,823
79453,586,348
33651,586,468
41758,586,577
82155,586,59
85412,586,914
40993,586,1285
47810,586,993
53345,586,892
71939,586,958
21309,586,827
83033,586,332
74769,586,1284
66317,586,460
87037,586,490
59371,586,474
69133,586,1318
38414,586,721
77260,586,476
17016,586,487
41739,586,471
29376,586,333
57814,586,1589
85918,586,293
40463,586,453
46230,586,579
67948,586,92
17896,586,411
24301,586,829
630,586,1389
24448,586,1274
39454,586,279
58601,586,1000
6182,586,1500
57892,586,1465
52164,586,821
18171,586,1004
11147,586,928
14292,586,170
58770,586,975
54562,586,1369
26815,586,982
56271,586,1261
26016,586,339
53410,586,477
66056,586,1002
22623,586,4
80719,586,1206
56422,586,1103
30872,586,794
32837,586,378
23876,586,43
83248,587,762
60989,587,1013
17230,587,1276
62465,587,1159
88770,587,690
31485,587,1591
52428,587,1210
62442,587,744
6956,587,618
85819,587,1373
76446,587,876
34762,587,1523
64292,587,1632
58508,587,996
13632,587,579
1610,587,1537
7848,587,1222
78539,587,471
57203,587,1171
6440,587,367
79436,587,551
31527,587,355
50513,587,562
42184,587,179
88003,587,1399
51058,587,77
38810,587,380
86548,587,1027
24704,587,1572
66163,587,373
19652,587,229
39269,587,1638
11381,587,112
81510,587,144
545,587,1349
57259,587,17
77984,587,347
41347,587,1395
41582,587,113
21072,587,446
21774,587,1214
50032,587,753
84682,587,1190
46270,587,1653
42400,587,1251
59588,587,1146
62843,587,1044
29868,587,1120
49159,587,621
16920,587,526
73932,587,948
5867,587,494
51843,587,333
72972,587,98
86604,587,109
74156,587,312
37509,587,376
23691,587,1329
45544,587,1297
84452,587,1394
54933,587,954
49225,587,534
27354,587,947
15990,587,3
83141,587,92
85974,587,1063
30289,587,125
49198,587,1393
84817,587,94
57055,587,1516
36045,587,658
81682,587,1644
54915,587,1101
66980,587,1147
41718,587,302
84663,587,460
39558,587,1321
45481,587,470
