,rating
71624,5.0
24510,4.0
68605,4.0
37006,4.0
70934,4.0
4802,4.0
66507,4.0
907,4.0
36118,4.0
2268,4.0
44297,4.0
5605,4.0
42484,4.0
4107,4.0
53969,3.0
10696,3.0
56282,3.0
60518,4.0
27927,4.0
36243,4.0
48388,4.0
76621,4.0
50954,4.0
30265,4.0
35147,4.0
7482,4.0
58686,4.0
16599,4.0
80761,3.0
72270,4.0
47010,3.0
3850,4.0
66589,4.0
5549,4.0
64869,4.0
66582,3.0
35904,4.0
17567,5.0
13192,3.0
65625,3.0
61264,4.0
74763,4.0
33257,2.0
42767,4.0
63443,2.0
35345,4.0
80690,2.0
44660,5.0
44018,4.0
77155,4.0
86351,3.0
29781,3.0
83313,5.0
78803,3.0
37233,3.0
28704,4.0
51472,5.0
48854,3.0
48010,1.0
89107,5.0
2886,3.0
33687,3.0
1921,4.0
61173,2.0
54704,4.0
36323,2.0
24004,3.0
39156,3.0
43065,4.0
36393,1.0
70368,2.0
22432,4.0
37358,5.0
43631,4.0
51065,5.0
33534,3.0
80404,3.0
50368,1.0
56611,5.0
53339,4.0
50464,5.0
51686,4.0
13474,3.0
89382,5.0
48360,2.0
57332,5.0
55948,4.0
76789,1.0
88508,4.0
68631,4.0
58141,3.0
17099,1.0
15577,4.0
83493,2.0
60478,5.0
41891,5.0
19255,5.0
10694,4.0
61027,2.0
68726,2.0
65276,3.0
42505,1.0
33505,5.0
64254,4.0
80701,1.0
12745,3.0
28341,2.0
26487,4.0
61621,3.0
83802,2.0
44737,2.0
50959,5.0
45679,5.0
26364,5.0
35316,1.0
72941,3.0
7293,5.0
38589,3.0
73239,4.0
31092,4.0
15909,3.0
17697,3.0
4566,4.0
26826,3.0
11414,2.0
15274,3.0
26200,4.0
86089,4.0
68513,4.0
66035,3.0
40031,4.0
22651,3.0
68181,3.0
34600,5.0
5870,3.0
40303,3.0
52391,3.0
60604,4.0
15277,2.0
52515,3.0
48199,4.0
4523,5.0
33535,4.0
28976,5.0
31730,4.0
58270,5.0
41473,4.0
11055,3.0
81217,3.0
5691,4.0
75409,2.0
41918,5.0
75663,5.0
1361,3.0
72574,4.0
75632,3.0
12,3.0
80875,4.0
48230,3.0
80885,4.0
83685,4.0
14437,4.0
22246,4.0
64617,4.0
87541,5.0
39343,3.0
38910,3.0
76865,3.0
77112,4.0
88082,4.0
73289,4.0
82927,3.0
74464,5.0
71575,4.0
69508,2.0
6166,3.0
27791,3.0
24906,1.0
41069,4.0
70151,3.0
9476,5.0
51243,5.0
83690,4.0
76835,3.0
6117,4.0
48096,4.0
37363,4.0
37960,5.0
87738,4.0
81208,4.0
39327,5.0
16185,4.0
46777,5.0
13916,4.0
7074,5.0
58972,3.0
13366,4.0
67131,4.0
18949,4.0
5928,4.0
60758,5.0
11450,3.0
53546,3.0
72255,4.0
73088,4.0
7059,3.0
86706,3.0
66564,5.0
82472,3.0
14250,4.0
12039,4.0
67509,3.0
32134,3.0
67512,4.0
25266,4.0
1231,3.0
40396,4.0
50037,3.0
82139,3.0
35291,4.0
29422,5.0
35963,3.0
17004,4.0
24211,5.0
14802,5.0
11517,4.0
13545,4.0
60638,4.0
79471,4.0
87628,4.0
79231,4.0
3494,2.0
77689,3.0
40218,4.0
580,4.0
60682,4.0
45474,3.0
68950,5.0
52212,3.0
29603,5.0
79217,4.0
77867,4.0
83204,3.0
37613,3.0
39201,4.0
89090,4.0
82100,4.0
26855,3.0
61847,5.0
41779,3.0
7748,4.0
75568,4.0
53645,3.0
70666,4.0
26262,5.0
88420,4.0
41260,4.0
57106,3.0
62429,4.0
34545,2.0
16939,3.0
45081,5.0
49243,5.0
62194,4.0
47203,3.0
55340,5.0
10097,4.0
66700,4.0
46729,5.0
9965,5.0
460,5.0
58505,3.0
45788,3.0
32124,4.0
75361,4.0
14593,3.0
34749,2.0
29222,4.0
1934,4.0
75243,3.0
59428,3.0
51104,5.0
39839,3.0
64972,4.0
58401,3.0
61449,5.0
7720,3.0
55529,4.0
26482,3.0
2671,3.0
85813,4.0
29167,5.0
71431,2.0
12591,3.0
32971,4.0
40846,5.0
29178,1.0
31063,4.0
42662,4.0
18681,4.0
81544,5.0
87594,5.0
20975,3.0
46881,4.0
31402,4.0
12399,4.0
1574,3.0
55059,3.0
19489,3.0
53983,5.0
68606,4.0
13076,4.0
82567,4.0
66978,3.0
31480,4.0
1390,5.0
56666,4.0
84856,3.0
70438,4.0
75069,4.0
8405,3.0
14022,5.0
67126,4.0
39173,3.0
1834,3.0
59206,2.0
3859,3.0
28240,4.0
73584,2.0
64470,2.0
38071,4.0
21391,3.0
63540,1.0
81834,4.0
65054,3.0
1826,3.0
29985,3.0
5545,1.0
43361,3.0
56692,5.0
64128,2.0
83826,2.0
2122,1.0
80114,1.0
75088,3.0
74915,1.0
78793,3.0
75270,3.0
13593,4.0
44442,3.0
79366,1.0
20945,2.0
70312,3.0
62311,3.0
4949,4.0
15551,4.0
29386,5.0
82549,4.0
43896,4.0
18629,4.0
18112,3.0
79039,3.0
46249,3.0
81254,3.0
53027,3.0
85246,5.0
71509,4.0
68457,4.0
48700,3.0
78178,3.0
63249,3.0
13845,4.0
8373,4.0
37529,5.0
67241,4.0
20027,3.0
21656,4.0
66640,4.0
70931,2.0
16943,4.0
10999,3.0
62396,2.0
19372,5.0
83608,3.0
84130,4.0
41898,3.0
30143,4.0
54542,4.0
43536,2.0
14695,4.0
77510,4.0
75832,3.0
14947,5.0
27885,2.0
84061,3.0
50427,5.0
28896,4.0
25940,3.0
37329,5.0
46980,3.0
52034,3.0
9197,3.0
913,3.0
30372,3.0
18877,3.0
47171,4.0
70007,3.0
80269,4.0
44273,5.0
9169,3.0
57133,4.0
38470,5.0
3239,4.0
47314,3.0
1064,3.0
39213,3.0
40685,4.0
68482,5.0
72653,2.0
39106,3.0
69400,4.0
34642,4.0
67551,4.0
11335,2.0
16029,3.0
24836,4.0
79402,5.0
65551,3.0
17098,3.0
27669,5.0
31673,5.0
42133,2.0
45757,3.0
71263,5.0
29953,2.0
71311,4.0
38375,3.0
14237,5.0
78210,3.0
72042,5.0
89323,3.0
39045,4.0
55770,5.0
25092,5.0
59543,3.0
65843,2.0
53515,3.0
24739,5.0
74524,4.0
43082,4.0
12923,5.0
57628,4.0
65529,3.0
31802,1.0
69884,5.0
16575,4.0
8334,5.0
13410,4.0
30757,5.0
19568,4.0
39287,4.0
71519,3.0
71224,5.0
86346,5.0
29807,3.0
15498,5.0
82464,3.0
41192,2.0
81172,3.0
54759,5.0
77095,2.0
40724,3.0
