,user,movie
5871,889,184
69209,889,1173
28211,889,1329
22303,889,710
54500,889,631
76862,889,277
5616,889,1234
73609,889,1322
76763,889,1398
88271,889,774
73601,889,1334
86180,889,672
18669,889,634
28669,889,759
11650,889,446
53482,889,1096
35085,889,1397
25190,889,677
48616,889,1523
77107,889,1633
10471,889,207
50475,889,909
7608,889,209
62872,889,929
11211,889,1132
69817,889,1222
26026,889,996
26007,889,93
47688,889,333
33528,889,826
390,889,1102
40758,889,1337
50366,889,715
1662,889,1363
77135,889,187
54057,889,317
33558,889,780
42882,889,145
84577,889,460
29539,889,57
89395,889,613
20142,889,1644
11511,889,179
41716,889,1235
4128,889,547
49343,889,889
30755,889,762
30716,889,82
78842,889,337
73074,889,1215
84409,889,273
17682,889,456
15888,889,1077
60739,889,150
19960,889,1629
7961,889,1156
5173,889,1456
37564,889,113
78408,889,1008
78406,889,517
11228,889,551
83007,889,443
51900,889,747
56863,889,1157
70351,889,1500
31884,889,1189
79960,889,433
45507,889,1594
11061,889,41
31911,889,880
88786,889,1095
52250,889,1445
79760,889,1390
27103,889,270
20476,889,1543
31425,889,1082
20802,889,199
4762,889,1547
49827,889,1580
52372,889,1401
14700,889,744
24439,889,1361
31170,889,465
9622,889,926
40276,889,612
3673,889,249
21431,889,373
23341,889,1181
71984,889,528
16101,889,1205
29900,889,1533
75882,889,231
10445,889,1155
38613,889,132
61423,889,296
70771,889,1657
73477,889,44
4459,889,303
81475,889,1507
5287,889,1386
68747,889,1078
8425,889,1391
68744,889,1407
34968,889,773
38680,889,1312
83992,889,1241
78270,889,635
9211,890,378
22974,890,771
56468,890,144
44813,890,1270
23012,890,527
9846,890,1500
62778,890,235
58344,890,612
33444,890,1176
48571,890,1379
70311,890,1552
54886,890,780
81631,890,1251
85896,890,1234
5990,890,1005
217,890,361
9601,890,1244
33807,890,1623
86356,890,574
34933,890,492
14428,890,493
70804,890,1171
73568,890,1210
19424,890,178
63710,890,598
1545,890,764
87725,890,460
66360,890,1295
78744,890,1321
44126,890,1495
9182,890,644
18872,890,1398
86610,890,971
35626,890,798
34204,890,505
40042,890,1296
3670,890,1537
60750,890,1547
66113,890,321
65748,890,463
70048,890,1570
9292,890,991
86386,891,996
41282,891,55
37221,891,1390
87873,891,1352
16338,891,538
42651,891,150
16841,891,984
38081,891,1178
10242,891,115
16345,891,1159
8911,891,1523
42987,891,1461
45178,891,1580
87527,891,1349
89477,891,341
42601,891,435
15581,891,960
40432,891,947
9719,891,1199
16098,891,616
37201,891,465
36765,891,1008
89206,891,1077
87722,891,229
16484,891,1565
48396,891,1571
37666,891,1094
10080,891,414
48617,891,93
89180,891,231
38482,891,613
38232,891,880
16753,891,142
9631,891,555
89275,891,497
39430,891,234
39683,891,713
13,891,1653
36932,891,1281
9307,891,36
15477,891,1391
36525,891,1615
87199,891,221
10753,891,682
89635,891,1366
45724,891,1543
39338,891,37
524,891,380
86627,891,1257
40417,891,7
53417,891,562
64919,891,1394
64904,891,1190
64870,891,273
33245,891,373
76422,891,1123
54942,891,113
64295,891,1284
13048,891,40
5620,891,1464
63643,891,623
76981,891,1102
33110,891,132
28213,891,1270
77031,891,338
7391,891,498
63362,891,1460
63025,891,1205
29284,891,1407
21918,891,953
21916,891,32
19149,891,544
83822,891,1097
62691,891,1398
77527,891,109
29511,891,867
51151,891,355
77093,891,95
65143,891,41
65173,891,494
65212,891,739
82643,891,1096
73617,891,17
25902,891,1035
35933,891,1005
26031,891,178
69287,891,446
69217,891,270
33637,891,184
74233,891,349
19544,891,1317
68411,891,744
4636,891,208
74428,891,402
19569,891,1044
49841,891,1289
26759,891,926
67585,891,624
67436,891,133
74952,891,1234
27137,891,792
11518,891,1395
5142,891,1547
22842,891,63
66044,891,1253
33435,891,1204
54774,891,1572
1725,891,1106
77714,891,44
18166,891,1365
32796,891,793
83691,891,1329
6548,891,551
59251,891,275
59048,891,1157
6587,891,50
31312,891,1113
6636,891,173
31488,891,890
31573,891,86
82955,891,1179
6756,891,199
31659,891,1141
80979,891,1356
31119,891,851
58078,891,443
32585,891,1397
31745,891,212
34581,891,249
15097,891,1350
32482,891,57
32059,891,950
80827,891,653
57260,891,1142
52316,891,1287
57194,891,1149
52349,891,382
1994,891,94
58077,891,528
52744,891,88
34759,891,1208
79267,891,96
61308,891,415
78286,891,390
6144,891,1441
18775,891,1013
61131,891,1396
6162,891,87
34947,891,15
60986,891,987
51437,891,747
51462,891,1467
8271,891,153
60582,891,1201
78676,891,1304
78727,891,759
30547,891,612
6320,891,517
60294,891,666
34878,891,225
21170,891,226
2309,891,685
59897,891,9
59808,891,1146
6446,891,97
59651,891,1283
14658,891,1445
31041,891,1251
51760,891,300
78025,891,1173
25666,891,1155
64047,891,319
14836,891,328
24235,891,127
72849,891,1633
72777,891,266
72763,891,643
71259,891,1148
25009,891,73
24742,891,622
85100,891,209
72389,891,1131
71529,891,855
53261,891,554
11976,891,728
72485,891,1002
73288,891,762
33844,891,297
18087,891,797
53768,891,441
70981,891,200
25581,891,570
70542,891,385
24600,891,456
70683,891,1513
72955,891,337
70791,891,903
84875,891,711
82308,891,1393
30855,892,333
19087,892,860
43181,892,1581
83457,892,385
79293,892,785
15638,892,639
65445,892,551
6542,892,744
86045,892,486
64960,892,1369
50357,892,587
84009,892,1633
70864,892,987
38379,892,143
66199,892,1266
55910,892,982
19823,892,1547
8907,892,463
7911,892,1146
85404,892,884
82882,892,1085
74164,892,302
29601,892,414
13359,892,456
50911,892,460
40920,892,1301
5069,892,820
63905,892,452
60683,892,1353
50462,892,1467
74099,892,780
80189,892,1101
73701,892,598
25927,892,986
12406,892,1525
41311,892,471
37293,892,1251
41443,892,1398
80924,892,1460
20438,892,293
37820,892,518
69904,892,1182
23702,892,1516
54029,892,565
45808,892,345
2025,892,1190
53560,892,562
64751,893,1294
82325,893,914
69981,893,1039
43687,893,1619
8475,893,1135
52246,893,1315
87926,893,332
83841,893,1175
