,rating
59103,3.0
58429,5.0
6843,5.0
67563,1.0
58312,3.0
72603,4.0
15821,4.0
4419,4.0
45014,3.0
77593,4.0
83344,5.0
83463,5.0
57696,4.0
26268,3.0
21779,5.0
39362,1.0
35154,4.0
58757,5.0
59218,2.0
3622,4.0
26794,5.0
5876,3.0
25621,1.0
14993,4.0
65503,2.0
52970,3.0
68125,5.0
36764,4.0
61939,3.0
4330,1.0
65111,4.0
56496,2.0
89054,4.0
9279,3.0
23582,4.0
19805,1.0
53354,4.0
74495,4.0
42182,5.0
84112,5.0
29903,5.0
20540,1.0
43838,5.0
32318,2.0
10643,2.0
79672,2.0
19598,2.0
39157,1.0
63116,5.0
69937,4.0
76513,1.0
55689,1.0
2057,4.0
34296,5.0
43673,4.0
84998,5.0
18436,2.0
87164,5.0
28788,5.0
17867,5.0
10847,4.0
61040,3.0
84223,3.0
68436,3.0
84445,4.0
74054,4.0
62410,4.0
25915,4.0
39937,1.0
12119,2.0
7846,4.0
48824,4.0
43941,3.0
32064,5.0
69269,4.0
57346,5.0
13163,3.0
72660,4.0
21053,4.0
80157,3.0
24432,4.0
45652,2.0
17021,3.0
47786,2.0
52522,4.0
65397,4.0
12933,3.0
47161,4.0
74499,4.0
48537,3.0
80222,1.0
32916,3.0
69735,3.0
12752,2.0
61388,3.0
53104,5.0
81787,3.0
63436,1.0
44896,5.0
59910,4.0
76695,4.0
42508,5.0
47560,5.0
73536,4.0
68206,2.0
56005,3.0
74349,3.0
35537,4.0
83088,2.0
52898,1.0
88234,3.0
62923,4.0
66135,4.0
39252,5.0
9807,5.0
3643,5.0
10365,5.0
68626,3.0
47532,5.0
61266,4.0
64183,4.0
69267,5.0
89528,2.0
20677,4.0
83657,4.0
19100,4.0
55497,4.0
62047,2.0
19859,4.0
87660,5.0
16515,4.0
40369,3.0
29703,4.0
54301,5.0
71236,3.0
19872,5.0
64431,4.0
48702,4.0
5862,5.0
67489,3.0
72518,4.0
9886,4.0
82529,4.0
50662,4.0
7706,2.0
28055,5.0
33665,5.0
36149,2.0
2506,4.0
75192,4.0
25431,5.0
71895,3.0
15134,4.0
69550,3.0
27941,5.0
18294,3.0
88856,4.0
3305,4.0
55481,2.0
41560,3.0
31511,5.0
9541,2.0
78456,2.0
16825,5.0
45325,4.0
65816,5.0
80534,5.0
83188,4.0
51884,4.0
26991,4.0
88926,4.0
44739,3.0
55121,3.0
55016,5.0
42568,5.0
89602,3.0
86661,4.0
3324,4.0
67432,3.0
83436,5.0
36472,4.0
67448,4.0
86902,5.0
48355,5.0
16130,4.0
58202,4.0
73366,3.0
37413,5.0
75460,3.0
12298,4.0
63387,4.0
32127,3.0
30800,2.0
5742,4.0
46952,4.0
10406,4.0
46970,4.0
69924,2.0
46056,5.0
74949,3.0
45995,4.0
41007,3.0
6971,4.0
66541,5.0
402,5.0
85558,1.0
42816,4.0
5002,5.0
57927,4.0
66495,4.0
34584,3.0
20803,4.0
52533,4.0
8104,4.0
72162,4.0
30559,4.0
60045,4.0
45845,3.0
86249,4.0
79358,1.0
60737,4.0
15928,3.0
89386,5.0
34385,4.0
12352,4.0
60189,4.0
46329,4.0
68680,2.0
77426,3.0
20703,3.0
31666,3.0
44571,5.0
70045,3.0
67962,5.0
29166,2.0
30317,5.0
66847,4.0
86321,4.0
52413,2.0
27288,5.0
1354,3.0
79544,4.0
16566,5.0
57931,3.0
46616,4.0
15366,4.0
11503,5.0
35236,4.0
13466,2.0
51309,5.0
73632,4.0
88981,4.0
89126,3.0
27025,3.0
73708,3.0
55958,3.0
7724,4.0
17514,3.0
24900,3.0
46609,5.0
79777,3.0
17469,4.0
77008,4.0
33136,3.0
52185,4.0
9628,2.0
63131,4.0
12985,4.0
17821,3.0
18974,4.0
88878,4.0
80823,4.0
8023,4.0
6309,4.0
48081,5.0
71977,3.0
33205,4.0
36543,4.0
35164,4.0
10223,4.0
74718,4.0
84163,4.0
16463,4.0
27887,4.0
9418,3.0
30737,3.0
61862,5.0
7851,4.0
81613,4.0
63898,3.0
58199,4.0
76265,3.0
43649,4.0
36283,1.0
74105,4.0
81472,3.0
2255,3.0
84348,4.0
65301,4.0
46295,4.0
54082,3.0
71862,4.0
36305,4.0
51552,3.0
40449,4.0
4016,5.0
49924,4.0
11400,4.0
28104,4.0
24170,4.0
1218,4.0
38831,3.0
49005,3.0
28098,4.0
41940,4.0
82264,5.0
12684,5.0
2493,4.0
25294,4.0
27928,5.0
78200,4.0
68373,4.0
49121,4.0
52527,3.0
36411,4.0
78961,4.0
76201,4.0
45080,4.0
75447,3.0
71657,4.0
84510,4.0
57173,2.0
15691,4.0
65158,2.0
26828,4.0
74123,4.0
215,5.0
24721,2.0
62181,3.0
48682,3.0
48542,4.0
8995,3.0
55815,4.0
8552,1.0
86541,3.0
60699,5.0
46917,1.0
69811,2.0
24006,3.0
42500,4.0
87314,4.0
79938,3.0
70566,3.0
51967,4.0
80327,4.0
23296,4.0
28353,3.0
43325,5.0
44153,4.0
16523,4.0
85346,4.0
37165,3.0
81676,5.0
56464,4.0
7256,4.0
22291,4.0
27696,4.0
27064,4.0
16501,3.0
51948,3.0
2577,4.0
34101,5.0
58499,2.0
76616,5.0
19251,5.0
67084,4.0
22887,4.0
504,4.0
31680,4.0
14090,3.0
10683,4.0
78587,3.0
79741,4.0
38951,4.0
58694,4.0
30155,4.0
72051,3.0
89176,3.0
64657,4.0
4587,3.0
45633,3.0
64039,4.0
86583,5.0
66300,4.0
60657,5.0
69136,4.0
77156,3.0
29230,4.0
2699,3.0
61623,4.0
80537,5.0
16542,3.0
42161,5.0
6684,4.0
61291,3.0
49312,5.0
87104,4.0
84060,5.0
36930,4.0
79040,3.0
35214,4.0
20999,4.0
43549,3.0
12407,4.0
83091,3.0
87571,4.0
54116,5.0
79843,5.0
42622,5.0
21283,4.0
52822,4.0
32552,5.0
9789,5.0
37556,3.0
56286,4.0
34465,4.0
40266,3.0
33717,3.0
19989,4.0
42821,5.0
88482,3.0
34270,4.0
88676,3.0
82928,4.0
59109,3.0
9203,4.0
83898,3.0
42474,5.0
33621,4.0
42311,5.0
81807,4.0
47009,3.0
32370,3.0
55487,3.0
80425,4.0
16328,3.0
925,4.0
37979,5.0
37981,4.0
31466,5.0
10292,3.0
16164,3.0
57774,3.0
16315,3.0
50710,4.0
12329,4.0
78281,3.0
1339,4.0
86601,3.0
46656,4.0
12138,4.0
1573,5.0
55079,3.0
43447,4.0
89062,3.0
42039,4.0
80313,3.0
39206,3.0
40912,3.0
32440,3.0
20080,4.0
79009,3.0
56559,3.0
40227,3.0
9614,4.0
9311,5.0
41796,5.0
43680,4.0
17488,4.0
1287,3.0
16128,4.0
82365,5.0
10333,3.0
49834,4.0
50398,3.0
18304,4.0
36416,4.0
80305,4.0
39592,5.0
55039,4.0
55571,3.0
60668,3.0
28385,2.0
74509,3.0
73154,3.0
27329,3.0
66851,3.0
76701,3.0
72980,5.0
13994,4.0
21927,3.0
64277,4.0
72674,4.0
63869,3.0
68010,5.0
68211,4.0
25599,4.0
5684,4.0
4585,4.0
22839,4.0
25993,3.0
22796,4.0
4034,4.0
73328,4.0
66228,5.0
61992,2.0
60773,4.0
65112,4.0
13233,4.0
14088,4.0
6183,4.0
30452,5.0
48561,4.0
74710,5.0
84858,5.0
61333,4.0
71353,4.0
20505,4.0
58595,4.0
42380,4.0
48744,5.0
7122,3.0
55620,4.0
52569,5.0
71656,4.0
65401,5.0
39041,5.0
87270,3.0
59395,5.0
52051,3.0
76949,5.0
1586,5.0
31700,5.0
44865,4.0
89481,4.0
24287,5.0
80769,3.0
14522,5.0
61931,2.0
13311,5.0
74487,3.0
49367,5.0
48391,5.0
31302,4.0
66108,4.0
46961,4.0
48512,5.0
32630,5.0
55940,3.0
42092,4.0
5814,5.0
77066,4.0
9898,3.0
1903,5.0
7169,5.0
55071,4.0
10311,4.0
29471,4.0
71776,2.0
25835,5.0
65693,4.0
16698,3.0
6722,3.0
39120,5.0
12498,4.0
