,rating
18321,4.0
36263,3.0
13259,1.0
45403,1.0
60282,4.0
42458,3.0
34801,4.0
64423,2.0
14474,4.0
33934,3.0
28166,3.0
59345,4.0
37226,3.0
14308,3.0
29482,2.0
73256,3.0
40178,3.0
69711,2.0
5548,3.0
27052,4.0
72006,3.0
83231,4.0
30845,2.0
58263,5.0
5450,4.0
63332,4.0
46981,3.0
33053,4.0
18255,4.0
37219,4.0
79837,4.0
81881,2.0
7530,3.0
66144,2.0
53169,4.0
51963,2.0
4251,2.0
13167,3.0
63891,2.0
63502,4.0
23895,4.0
21624,4.0
71215,3.0
86032,3.0
30561,4.0
88364,3.0
22960,4.0
25351,4.0
35227,3.0
13706,4.0
71136,3.0
4611,3.0
78429,3.0
55448,1.0
35866,2.0
77251,3.0
6624,1.0
75251,4.0
65345,3.0
21172,3.0
67096,4.0
32391,2.0
27008,5.0
73822,2.0
36270,3.0
65237,4.0
9632,3.0
15011,2.0
80829,3.0
62187,2.0
50873,4.0
39194,4.0
62104,2.0
78064,2.0
10206,4.0
21073,4.0
50818,2.0
20497,4.0
31880,2.0
62379,3.0
67030,3.0
73121,4.0
50557,3.0
15926,3.0
49491,2.0
84398,2.0
34635,4.0
413,3.0
80658,4.0
9710,3.0
54628,4.0
27248,4.0
52368,4.0
65972,5.0
63013,3.0
80194,4.0
62484,3.0
31708,4.0
67090,3.0
50097,4.0
30859,4.0
47262,5.0
30042,2.0
84071,3.0
46173,3.0
16191,3.0
42116,2.0
15506,4.0
62754,2.0
38251,3.0
39530,3.0
63439,2.0
82887,3.0
78647,3.0
13664,4.0
69063,3.0
62258,3.0
64773,3.0
22715,3.0
4934,4.0
28429,4.0
28404,4.0
19235,3.0
20874,3.0
11683,4.0
77830,4.0
36848,4.0
9062,4.0
33863,4.0
30571,3.0
3558,5.0
33747,3.0
64882,4.0
38782,3.0
46101,3.0
71517,4.0
88478,4.0
10321,4.0
29849,4.0
64345,3.0
6179,2.0
78540,5.0
67778,3.0
45601,3.0
79245,4.0
15753,4.0
3945,2.0
41499,4.0
25496,4.0
75863,4.0
74828,4.0
82866,1.0
14577,4.0
51398,3.0
8869,3.0
53148,4.0
50333,5.0
1684,3.0
72140,4.0
81534,4.0
87053,2.0
30305,5.0
21395,2.0
68561,5.0
35461,5.0
85735,1.0
66540,4.0
41107,3.0
63530,5.0
63275,5.0
46587,3.0
39351,2.0
53755,5.0
540,5.0
9934,5.0
48474,3.0
28768,4.0
45833,4.0
6119,2.0
85308,3.0
6555,5.0
29146,4.0
86349,5.0
71056,5.0
37457,5.0
47333,5.0
56873,5.0
59217,4.0
75533,4.0
41099,5.0
60157,4.0
83856,3.0
848,4.0
29173,4.0
32258,5.0
58410,5.0
46244,5.0
85507,5.0
53058,4.0
36303,4.0
49528,2.0
56378,5.0
84216,1.0
65045,4.0
78514,5.0
35951,4.0
12089,4.0
10375,2.0
29153,4.0
15306,5.0
20492,5.0
49419,2.0
87201,1.0
15998,5.0
86899,5.0
38024,3.0
60593,5.0
50625,4.0
75796,4.0
15643,2.0
48649,4.0
72895,5.0
36108,4.0
30992,2.0
79527,4.0
73767,4.0
5080,5.0
52992,5.0
83411,4.0
76151,5.0
88449,5.0
18606,4.0
72594,4.0
35576,2.0
7509,5.0
12417,3.0
79653,5.0
8288,3.0
74997,3.0
74289,4.0
30560,5.0
38671,4.0
42003,5.0
82524,3.0
14778,5.0
73813,2.0
50393,3.0
68754,4.0
47434,4.0
29204,4.0
35638,5.0
4260,2.0
2901,3.0
35425,5.0
86871,3.0
12553,4.0
18570,4.0
7435,3.0
43924,3.0
18507,2.0
66158,4.0
2654,5.0
36354,3.0
19547,3.0
1861,4.0
20974,3.0
15659,3.0
37862,4.0
68076,5.0
55884,4.0
62804,2.0
22330,2.0
37890,1.0
74602,3.0
68375,3.0
56368,5.0
32537,4.0
603,3.0
3623,5.0
82871,5.0
61631,5.0
26444,5.0
10890,3.0
61520,5.0
6951,4.0
87533,3.0
84933,3.0
3029,2.0
75217,3.0
10575,5.0
52176,4.0
8156,4.0
54331,3.0
56516,4.0
83183,4.0
75021,4.0
60365,3.0
77439,5.0
56893,4.0
71630,4.0
73378,2.0
42859,4.0
68933,3.0
15724,5.0
16519,3.0
20649,2.0
43228,3.0
8679,2.0
7240,4.0
3115,2.0
43373,3.0
31061,3.0
25258,3.0
67111,3.0
18072,5.0
11076,4.0
56690,2.0
5038,2.0
74677,5.0
24447,4.0
25521,5.0
21646,5.0
16202,4.0
10828,5.0
64446,4.0
36359,5.0
41863,5.0
62370,4.0
78833,5.0
85902,5.0
32845,4.0
54905,5.0
65429,5.0
45630,4.0
5123,5.0
44014,5.0
42288,5.0
68357,2.0
21664,5.0
2566,5.0
35738,5.0
17413,3.0
89568,4.0
26468,5.0
51258,3.0
54566,5.0
64715,5.0
50800,5.0
83116,4.0
9747,5.0
3055,4.0
65389,5.0
61808,3.0
53699,4.0
60414,4.0
58336,5.0
28428,5.0
59392,5.0
85658,5.0
60819,5.0
79460,3.0
73829,5.0
35225,4.0
32827,5.0
7785,5.0
48402,5.0
17002,4.0
26060,5.0
88022,4.0
40383,5.0
38976,5.0
51667,4.0
53434,4.0
54378,5.0
50174,5.0
13995,4.0
18471,4.0
82327,4.0
34865,4.0
80079,4.0
41214,3.0
11798,5.0
21248,4.0
81048,3.0
58494,5.0
21687,4.0
27158,4.0
18622,5.0
82613,5.0
79481,4.0
18239,4.0
49331,4.0
28390,2.0
25302,5.0
67225,3.0
69975,4.0
49862,3.0
56250,2.0
46063,5.0
26528,5.0
43907,3.0
63055,2.0
16813,5.0
36151,2.0
30285,5.0
64726,4.0
41783,4.0
27247,3.0
24247,3.0
8204,3.0
79852,3.0
81055,2.0
66857,3.0
48892,4.0
67022,1.0
51718,2.0
89267,5.0
49046,3.0
4327,5.0
66784,4.0
70775,3.0
34533,2.0
24213,5.0
14668,4.0
8858,3.0
29362,4.0
6633,3.0
76346,2.0
61620,5.0
49024,4.0
2536,5.0
60355,3.0
3595,5.0
72845,1.0
46141,2.0
26560,2.0
69670,5.0
11732,4.0
77299,5.0
9738,4.0
16187,4.0
46152,4.0
70976,4.0
52540,4.0
51266,3.0
1330,2.0
20564,5.0
35703,4.0
49708,4.0
57251,4.0
32691,2.0
48720,4.0
37493,4.0
19890,4.0
26233,2.0
1396,1.0
21100,3.5
55470,3.0
81895,4.0
19533,2.0
56861,3.0
45241,5.0
75311,1.0
13164,2.0
42827,3.0
75309,4.0
84760,5.0
24482,3.0
65739,4.0
13726,3.0
49510,3.0
15846,1.0
47232,4.0
88202,2.0
34159,2.0
4827,3.0
11605,4.0
