,rating
38914,3.0
54995,3.0
7469,4.0
37516,3.0
2984,4.0
29272,4.0
35462,4.0
31529,4.0
41923,3.0
52419,3.0
24350,3.0
71146,4.0
69571,3.0
3646,3.0
56178,4.0
68488,4.0
86951,4.0
80881,4.0
77319,4.0
29859,3.0
24494,3.0
87894,3.0
40515,3.0
52986,3.0
61897,1.0
19288,5.0
13019,4.0
48029,4.0
24296,3.0
53292,3.0
9961,4.0
5352,3.0
69707,3.0
53347,4.0
31388,5.0
64054,4.0
59927,4.0
28582,4.0
25295,3.0
69376,5.0
25044,4.0
49102,2.0
44586,3.0
22555,3.0
74850,2.0
30092,3.0
82528,2.0
16935,4.0
16278,4.0
30247,2.0
46109,3.0
58068,4.0
12034,4.0
62464,4.0
54161,5.0
37077,3.0
51707,4.0
23014,3.0
62304,3.0
53729,1.0
46384,3.0
9640,3.0
10016,4.0
18633,4.0
2232,4.0
71031,3.0
67293,4.0
88759,4.0
3846,3.0
79173,5.0
44112,4.0
9220,4.0
62486,3.0
9199,5.0
73907,4.0
85996,4.0
29957,4.0
36332,4.0
4822,3.0
84537,4.0
12453,4.0
74981,5.0
18660,4.0
53498,5.0
66554,4.0
55942,3.0
67799,3.0
14685,4.0
75579,3.0
29649,3.0
78241,3.0
83497,4.0
43519,3.0
17946,4.0
981,5.0
18704,4.0
13889,5.0
83681,3.0
51315,3.0
28868,3.0
11256,5.0
21417,3.0
81963,3.0
31084,4.0
36879,4.0
69048,4.0
13876,3.0
29931,4.0
59421,4.0
72110,5.0
74429,4.0
16049,5.0
88544,4.0
68459,5.0
11740,4.0
80346,4.0
40148,5.0
48539,4.0
65085,3.0
27167,4.0
81827,4.0
31501,5.0
85981,3.0
82990,5.0
54095,4.0
27243,4.0
56738,3.0
61108,4.0
84922,5.0
11392,5.0
85858,5.0
21346,3.0
53480,4.0
42033,4.0
44863,4.0
65866,3.0
56416,3.0
52213,4.0
74744,4.0
4409,5.0
59137,5.0
23074,4.0
43093,4.0
20906,3.0
63855,4.0
55748,4.0
49268,4.0
26769,2.0
84047,4.0
8876,4.0
80611,5.0
69242,5.0
11406,1.0
22492,5.0
2939,5.0
17018,4.0
41469,5.0
2350,5.0
50776,2.0
41587,4.0
56944,4.0
42600,4.0
50378,5.0
36925,5.0
54429,5.0
68331,5.0
54960,4.0
80125,4.0
26287,5.0
13279,1.0
65070,3.0
56701,5.0
8379,5.0
81564,3.0
37808,5.0
57004,2.0
50696,5.0
50092,5.0
16601,4.0
53620,5.0
32844,4.0
9713,5.0
87565,5.0
5312,2.0
66286,5.0
3684,2.0
67112,5.0
46360,5.0
20388,4.0
12472,3.0
11705,5.0
66776,4.0
28287,5.0
86136,4.0
26249,5.0
80138,2.0
86448,3.0
49126,3.0
25185,4.0
48297,3.0
77826,4.0
2967,4.0
47555,3.0
16036,5.0
41017,3.0
42327,5.0
73576,4.0
81811,5.0
5447,2.0
6281,5.0
62899,3.0
16183,4.0
71727,4.0
71927,5.0
37063,5.0
77996,4.0
67873,5.0
71713,4.0
60707,3.0
73125,4.0
33898,5.0
38092,4.0
21092,3.0
27415,4.0
10197,5.0
83872,3.0
52723,3.0
44401,2.0
50555,2.0
84422,5.0
61516,3.0
13665,3.0
49304,2.0
35489,4.0
34374,2.0
29200,3.0
38742,4.0
28572,5.0
36261,4.0
84657,4.0
58668,4.0
56066,5.0
53006,3.0
79106,4.0
10818,4.0
17984,5.0
40698,5.0
84905,4.0
30788,2.0
71301,5.0
84536,5.0
29271,4.0
13012,5.0
74312,5.0
46904,4.0
52601,4.0
40683,2.0
22397,3.0
34577,5.0
27664,4.0
70467,4.0
30030,5.0
67645,1.0
86700,3.0
80822,3.0
17297,4.0
43205,3.0
60729,5.0
76512,4.0
49444,2.0
66023,4.0
16214,5.0
45393,4.0
80287,3.0
29642,3.0
18317,1.0
74855,3.0
23347,4.0
62160,3.0
64175,5.0
10718,3.0
82768,1.0
41701,3.0
76828,4.0
18047,4.0
46416,4.0
16110,3.0
42493,5.0
26275,4.0
81580,4.0
82261,4.0
941,4.0
72323,3.0
58096,5.0
81367,3.0
85678,5.0
59494,4.0
66412,2.0
18076,4.0
31815,2.0
22506,4.0
30765,4.0
28260,5.0
44981,3.0
18091,5.0
63239,4.0
81497,4.0
14943,1.0
82154,5.0
80083,4.0
26107,5.0
43497,4.0
17353,3.0
24403,5.0
47651,3.0
81828,5.0
13016,4.0
31682,5.0
75053,3.0
22261,3.0
26574,3.0
41963,5.0
8140,2.0
36901,3.0
50349,4.0
25767,3.0
77005,3.0
8602,3.0
8120,4.0
46936,4.0
46466,3.0
81939,3.0
41831,3.0
87294,3.0
78035,3.0
66855,5.0
78681,3.0
57056,3.0
87233,4.0
34079,4.0
12224,3.0
76505,3.0
74035,2.0
3871,3.0
61168,4.0
40333,1.0
46375,3.0
8922,4.0
55857,3.0
43998,1.0
88936,3.0
50291,3.0
64253,4.0
42267,3.0
88688,5.0
61642,3.0
65394,4.0
47887,3.0
71942,4.0
12794,5.0
48745,4.0
78637,4.0
70216,4.0
44187,4.0
79588,3.0
47574,3.0
59163,3.0
20712,2.0
69878,2.0
70577,3.0
54196,3.0
18860,5.0
60963,5.0
35536,5.0
18592,3.0
14756,2.0
75999,5.0
36987,4.0
76897,3.0
46564,5.0
11103,3.0
53019,4.0
52667,3.0
7754,3.0
73625,4.0
37745,3.0
6609,4.0
82969,4.0
4577,3.0
70686,4.0
72293,3.0
46166,3.0
27676,3.0
30998,2.0
87433,2.0
53143,3.0
27238,4.0
37494,4.0
6916,3.0
86323,4.0
47111,2.0
67158,4.0
85745,5.0
23620,3.0
73749,3.0
2090,3.0
61544,4.0
88098,4.5
60069,3.0
5818,4.0
58816,3.0
76507,3.0
19532,1.0
59553,3.0
61029,1.0
38129,3.0
45862,3.0
86564,3.0
15835,2.0
17841,3.0
58060,4.0
15212,3.0
59335,1.0
42321,2.0
36428,3.0
74634,4.0
22131,4.0
38733,3.0
1201,4.0
87995,2.0
23225,1.0
31711,2.0
6488,3.0
47511,4.0
58756,2.0
49735,3.0
32734,3.0
70108,3.0
7727,3.0
7275,3.0
36370,1.0
86891,3.0
49713,3.0
64376,4.0
40404,3.0
63254,2.0
14732,3.0
10403,2.0
66984,1.0
88205,2.0
67792,2.0
72560,3.0
57070,3.0
68333,3.0
36363,3.0
48594,3.0
71687,3.0
82278,2.0
44198,4.0
75099,4.0
40712,2.0
78403,4.0
13596,3.0
54096,3.0
64236,4.0
27325,4.0
26170,4.0
53933,4.0
65336,2.0
71690,3.0
16509,3.0
16954,4.0
41648,2.0
72939,1.0
83900,3.0
43732,4.0
79546,5.0
62253,4.0
7579,3.0
61486,5.0
41304,3.0
50926,5.0
76526,1.0
51126,5.0
24871,4.0
31319,1.0
67190,1.0
8591,3.0
24743,3.0
71851,2.0
3692,4.0
14035,4.0
85634,3.0
43750,2.0
792,3.0
80602,1.0
81319,3.0
48271,3.0
1982,2.0
56959,3.0
17858,3.0
81817,4.0
51016,3.0
54693,3.0
10596,3.0
51024,3.0
58297,3.0
79522,5.0
72236,1.0
64822,3.0
76273,2.0
31255,2.0
20869,4.0
21749,4.0
7348,5.0
71854,3.0
8389,3.0
64478,2.0
71628,4.0
62235,4.0
42366,4.0
1284,3.0
87313,1.0
51078,4.0
74084,4.0
1271,4.0
22745,3.0
48351,4.0
29589,4.0
66806,3.0
83654,3.0
8198,3.0
49848,4.0
39038,3.0
51375,2.0
67763,3.0
18782,3.0
29586,3.0
1845,2.0
75795,4.0
74030,4.0
17457,3.0
27215,1.0
88410,3.0
55867,3.0
72471,3.0
44924,3.0
86344,2.0
44260,3.0
12324,3.0
23084,4.0
3687,1.0
8308,5.0
17203,4.0
65414,3.0
14694,3.0
7599,1.0
73156,1.0
89663,3.0
54485,1.0
4893,4.0
2042,3.0
12514,3.0
39595,4.0
71669,3.0
67527,4.0
42215,4.0
48087,2.0
6569,2.0
47571,4.0
39853,2.0
35717,4.0
47028,4.0
23317,4.0
3856,1.0
8312,4.0
87629,1.0
6116,3.0
87352,3.0
24652,4.0
60998,3.0
80997,1.0
42756,3.0
56554,1.0
88135,3.0
56222,4.0
79028,3.0
65049,4.0
26423,4.0
49402,4.0
28750,4.0
3261,4.0
4845,4.0
62996,3.0
83137,1.0
60611,3.0
23171,3.0
57247,3.0
48911,3.0
67632,3.0
83108,3.0
32975,5.0
2363,3.0
46593,3.0
55279,3.0
34474,3.0
17244,3.0
50534,4.0
52072,3.0
44440,2.0
36656,2.0
13066,4.0
50288,1.0
5587,4.0
79076,3.0
20538,2.0
1419,4.0
29209,4.0
86961,3.0
76028,2.0
74474,1.0
41850,3.0
49455,4.0
66140,2.0
52188,3.0
35368,1.0
41344,4.0
24797,4.0
9678,5.0
39264,3.0
81547,1.0
83261,4.0
38882,3.0
4613,4.0
52976,2.0
12687,4.0
74876,3.0
18126,3.0
57794,3.0
32111,4.0
88913,3.0
60251,1.0
38328,4.0
72391,2.0
32120,1.0
37992,3.0
71216,2.0
32523,3.0
71242,4.0
63742,1.0
7392,3.0
22695,4.0
82910,3.0
42711,3.0
52760,1.0
17236,3.0
37264,4.0
24790,4.0
19183,3.0
16366,3.0
88339,3.0
34458,4.0
30810,1.0
40277,4.0
69748,3.0
45974,1.0
19075,3.0
84232,2.0
47336,2.0
19221,3.0
12475,1.0
60064,3.0
57848,4.0
78713,4.0
86429,4.0
58478,4.0
49031,3.0
84800,4.0
55341,2.0
7926,4.0
17038,4.0
69499,5.0
72406,5.0
52064,3.0
75763,1.0
88006,4.0
7798,2.0
2787,1.0
29837,3.0
29180,3.0
62041,5.0
66009,4.0
6685,2.0
13091,5.0
15027,2.0
87867,3.0
36269,3.0
44600,3.0
16082,3.0
57130,4.0
59720,2.0
40599,3.0
15922,3.0
87380,3.0
68531,5.0
35330,3.0
71060,4.0
76382,3.0
69222,3.0
69218,2.0
50658,3.0
85941,2.0
64206,5.0
18942,3.0
58634,4.0
79175,3.0
16626,3.0
51828,3.0
61826,4.0
45577,3.0
30340,3.0
80195,2.0
12238,1.0
62035,4.0
77267,4.0
10537,3.0
88381,4.0
33130,4.0
11178,3.0
45523,3.0
18910,4.0
42808,2.0
66085,3.0
34684,3.0
30349,3.0
87999,2.0
65291,4.0
12742,2.0
73905,4.0
74307,3.0
27484,2.0
44998,1.0
1873,5.0
34402,4.0
4448,1.0
13026,3.0
36834,1.0
10561,1.0
78161,2.0
49338,4.0
31972,5.0
21864,5.0
36511,4.0
35563,4.0
39350,1.0
15961,4.0
78421,4.0
69576,5.0
47977,1.0
9808,2.0
60384,1.0
51813,5.0
43024,5.0
70497,5.0
4429,4.0
36962,4.0
13646,4.0
78753,1.0
2261,4.0
68418,2.0
68022,2.0
50238,4.0
21741,4.0
47828,2.0
65183,5.0
4057,2.0
68073,4.0
25689,3.0
24543,5.0
85316,2.0
73280,4.0
89305,5.0
