,user,movie
84178,249,953
4782,249,1401
85396,249,443
69460,249,1638
16716,249,561
63948,249,773
76811,249,670
78566,249,867
56343,249,1208
85347,249,184
22354,249,806
1430,249,414
40575,249,780
36114,249,1190
72454,249,433
62844,249,1347
35383,249,889
41990,249,422
62241,249,860
61161,249,1500
24974,249,1307
13609,249,1342
35069,249,321
64467,249,1256
82833,249,136
19060,249,142
47159,249,127
50827,249,1543
67882,249,1149
26838,249,1118
62747,249,283
1823,249,348
64737,249,498
62863,249,1394
64628,249,1002
43656,249,1284
10225,249,982
76791,249,226
61392,249,854
54115,249,143
50419,249,612
36453,249,1633
65416,249,643
1895,249,471
44982,249,113
58723,249,579
48796,249,580
66432,249,574
41538,249,300
78228,249,88
50113,249,816
73214,249,1251
14535,249,1210
34294,249,711
46538,249,1524
50112,249,390
30796,249,1588
78214,249,1219
34524,249,139
26638,249,1398
45959,249,945
9354,249,1315
12912,249,210
19417,249,567
12510,249,453
42430,249,41
34679,249,616
3032,249,286
27471,249,1326
56587,249,1020
66486,249,1537
57822,249,626
46590,249,1317
27446,249,378
66885,249,694
13330,249,1205
85988,249,1523
82443,249,997
45965,249,1063
11924,249,319
24300,249,1156
71928,249,855
22565,249,713
63019,249,425
34819,249,1583
87101,249,7
60589,249,958
80350,249,1102
22944,249,1572
63554,249,317
27674,249,1460
76252,249,333
54852,249,1329
13790,249,1027
21759,249,1534
7054,249,1274
59739,249,1234
11691,249,984
22861,249,1183
6612,249,762
51372,249,207
87483,249,94
73506,249,1077
76454,249,50
27639,249,1071
29247,249,389
72614,249,1322
9584,249,551
87229,249,332
49983,249,141
85715,249,36
44041,249,642
55691,249,1461
13797,249,585
69690,249,358
57549,249,528
73756,250,971
67003,250,884
65614,250,498
19614,250,463
3488,250,1507
16787,250,534
79521,250,598
20785,250,747
1730,250,635
1164,250,228
194,250,1394
72087,250,1644
34325,250,1543
45502,250,1182
49301,250,642
62090,250,283
29595,250,448
52031,250,435
87700,250,1537
18732,250,1005
63753,250,713
78639,250,1234
74813,250,225
72436,250,527
31614,250,780
36734,250,1244
48862,250,104
21829,250,1264
52094,250,1467
41830,250,1284
77455,250,964
72431,250,345
74137,250,987
9044,250,570
13687,250,456
76900,250,519
41247,250,644
14,250,1297
65057,250,327
4203,250,1251
81123,250,1547
44167,250,1484
46689,250,1633
61456,250,1495
82959,250,1398
4241,250,1572
82531,250,744
54581,250,1037
29475,250,1077
57118,250,178
69013,250,1274
79736,250,1500
70283,250,1317
68374,250,484
78697,250,300
32046,250,890
20876,250,643
61048,250,32
4999,250,1189
45070,250,406
63428,250,1256
54833,250,1523
81947,250,41
55006,250,414
55248,250,333
8871,250,669
55824,251,771
6017,251,1232
40644,251,1240
34191,251,1523
83363,251,885
30051,251,212
5761,251,1543
3744,251,1210
88268,251,820
12805,251,1297
38699,251,789
76652,251,32
62273,251,460
21450,251,498
43788,251,293
64620,251,883
47826,251,389
51871,251,518
7570,252,332
27469,252,860
59130,252,1210
18691,252,623
88139,252,773
53059,252,521
28856,252,643
43564,252,142
29709,252,1386
66830,252,1146
38043,252,364
24535,252,43
52981,252,1507
41176,252,1016
11030,252,225
59356,252,612
79535,252,797
77995,252,1572
7082,252,1289
31878,252,1515
32328,252,478
71929,252,651
44796,252,780
81164,252,1523
27465,252,1394
80722,252,1251
27619,252,109
56546,252,571
85410,252,666
14251,252,570
20526,252,591
37380,252,762
78357,252,1373
82546,252,26
65185,252,1005
48224,252,711
3931,252,1027
66194,252,587
74013,252,986
2764,252,1317
48208,252,580
33939,252,273
53716,252,484
6805,252,184
26642,252,1095
78434,252,996
930,252,744
21030,252,337
46801,252,1398
60628,252,579
51202,252,677
63621,252,1322
47027,252,1460
74265,252,876
5423,252,312
79896,252,747
41805,252,1190
40189,252,32
32214,252,922
67574,252,1644
12137,252,1495
85993,252,966
67973,252,498
39385,252,981
101,252,1209
41111,252,36
82226,252,1333
44505,252,373
56370,252,1231
8744,252,793
45660,252,1204
25430,252,1066
38516,252,1176
47461,252,528
59727,252,1642
13524,252,380
25230,252,1502
45804,252,1178
72913,252,766
18307,252,1253
53856,252,1615
74785,252,1329
71152,252,154
8923,252,1565
32205,252,453
32082,252,226
13921,252,1356
10331,252,41
794,252,1213
6649,252,328
13998,252,667
79874,253,249
83954,253,1049
25456,253,2
50205,253,300
61627,253,587
56079,253,1234
61659,253,373
35823,253,1146
84529,253,143
7227,253,232
62802,253,556
62490,253,984
12266,253,199
70450,253,328
18495,253,1394
75635,253,109
49146,253,909
89643,253,1093
84476,253,1379
62403,253,1013
45619,253,113
25424,253,773
65776,253,1442
80355,253,460
44406,253,890
82275,253,1163
