,user,movie
31904,748,1142
18806,748,747
40725,748,1306
36856,748,666
36306,748,145
48127,748,50
68489,748,1312
62263,748,1537
44573,748,1588
71455,748,608
47572,748,1146
68410,748,685
85160,748,484
31144,748,616
3301,748,643
46644,748,411
26467,748,228
87210,748,232
46110,748,1342
59377,748,27
11183,748,478
20076,748,640
75525,748,1191
69355,748,570
54311,748,1018
11556,748,797
44894,748,288
41656,748,184
87257,748,1374
37575,748,1190
42833,748,235
38853,748,550
7669,748,399
40233,748,244
69385,748,596
51403,748,1445
17433,748,792
70741,748,69
12213,748,131
63290,748,623
51425,748,389
81222,748,342
55795,748,1132
89421,748,1333
29048,748,969
39032,748,1210
2593,748,40
76672,748,524
82346,748,896
43465,748,314
43050,748,1570
161,748,327
16040,748,443
68101,748,132
42562,748,1027
5294,748,1488
73076,748,1547
62067,748,1540
8643,748,1397
39980,748,690
48790,748,851
33858,748,182
375,748,150
51911,748,95
35843,748,36
9775,748,700
77806,748,1396
51893,748,1261
42815,748,456
2377,748,225
29003,748,1178
56044,748,1349
56098,748,3
50031,748,429
1035,748,780
65255,748,1559
81024,748,1184
66837,748,653
56189,748,1395
59080,748,17
19082,748,1289
74361,748,273
22616,748,450
40981,748,793
48195,748,1641
45357,748,1208
56299,748,315
42546,748,1293
30464,748,337
67402,748,87
6051,748,960
88576,748,1301
32876,748,964
4583,748,618
50345,748,1373
15892,748,1030
26220,748,333
40184,748,441
75421,748,926
70181,748,1048
43724,748,376
86363,748,1565
33329,748,510
43716,748,504
81809,748,1393
62602,748,891
19686,748,1061
89308,748,83
70948,748,1249
81593,748,187
55144,748,971
87322,748,1181
30736,748,14
65069,748,577
54980,748,1197
2296,748,838
4450,748,1077
38737,748,1147
69038,748,1157
62732,748,1169
17375,748,1390
14356,748,425
81737,748,1015
71080,748,1459
39843,748,312
46438,748,1243
72843,748,127
8447,748,950
43761,748,627
54912,748,1497
37449,748,442
5847,748,1461
30830,748,1250
28248,748,1222
81686,748,999
41574,748,402
85600,748,600
79030,748,1659
11151,748,1307
17309,748,997
8448,748,1013
84070,748,551
36611,748,1513
32973,748,556
3403,748,1633
68664,748,153
82018,748,517
44612,748,297
52693,748,1156
4399,748,648
35445,748,547
64764,748,1533
76302,748,954
4575,748,381
47657,748,1523
55655,748,1339
54335,748,562
125,748,1133
28384,748,94
70809,748,525
14083,748,97
72683,748,498
86290,748,1321
72686,748,598
29210,748,1407
41599,748,1266
542,748,1601
51134,748,44
28187,748,1424
3340,748,1226
5107,748,612
87309,748,1303
81908,748,1401
11666,748,1020
19839,748,1478
46276,748,1251
66522,748,6
12167,748,355
78810,748,1329
42044,748,349
87296,748,1274
71295,748,1456
66224,748,1620
42866,748,710
59691,748,178
86996,748,1171
16152,748,1442
44730,748,332
