,user,movie
51355,197,314
4302,197,1189
54800,197,373
29993,197,801
47613,197,739
23287,197,547
34957,197,1614
79193,197,1260
6471,197,1322
64339,197,115
64815,197,1281
28338,197,229
65391,197,1394
55718,197,132
22288,197,711
74351,197,1460
46796,197,1191
56537,197,857
74001,197,1615
12755,197,1241
61306,197,184
79623,197,564
12286,197,996
35285,197,969
43707,197,349
46686,197,846
2106,197,1398
70420,197,262
43698,197,153
56228,197,41
19026,197,1547
46557,197,685
46539,197,1077
89711,197,1531
23650,197,16
54908,197,1201
20457,197,1570
64724,197,1475
64381,197,183
40088,197,484
36955,197,867
5227,197,820
6965,197,1565
35405,197,1023
15136,197,554
20328,197,1576
36999,197,465
20954,197,475
64587,197,50
30287,197,498
85361,197,94
55257,197,551
61459,197,1246
20905,197,1583
76620,197,1533
4793,197,43
55334,197,1005
55361,197,7
7407,197,638
32245,197,270
67604,197,457
46170,197,773
15750,197,1032
28663,197,226
28144,197,571
1905,197,1633
6678,197,811
77380,197,997
38104,197,653
29029,197,1456
33875,197,639
43063,197,598
89159,197,672
41911,197,1433
48370,197,333
16253,197,1329
63522,197,732
66387,197,721
81460,197,612
16945,197,382
84551,197,1523
12478,197,387
72736,197,610
39710,197,1066
17260,197,1644
68130,197,104
77318,197,1391
62000,197,613
43080,197,1373
21310,197,1017
84747,197,1321
28873,197,566
30586,197,981
30585,197,446
4001,197,667
14473,197,390
11332,197,274
31631,197,1317
34696,197,1609
78229,197,55
30931,197,1085
49332,197,1234
44604,197,954
1700,197,113
59715,197,517
66773,197,1251
22790,197,855
22807,197,753
68423,197,1524
12950,197,768
60004,197,580
88447,197,319
82276,197,1205
49691,197,1213
88115,197,178
30780,197,865
59154,197,1617
49705,197,1513
86904,197,1207
52041,197,570
24094,197,715
2936,197,261
81770,197,744
1204,197,658
4508,197,44
39480,197,336
18392,197,24
21507,197,1397
5738,197,1613
8894,197,1461
87149,197,1266
63840,197,780
66410,197,378
24616,197,627
84974,197,1365
60449,197,1316
65882,197,1021
33606,197,1256
54149,197,747
21238,197,1432
8262,197,15
19278,197,32
15297,197,528
77201,197,36
54318,197,199
84879,197,317
22016,197,1366
82592,197,1178
1860,197,1155
65857,197,623
35549,197,1657
81011,197,1301
34860,197,1183
80911,197,851
5148,197,1507
47687,197,443
77189,197,1274
5615,197,987
8273,197,1390
44009,197,596
38610,197,255
64186,198,1609
42537,198,460
35709,198,855
27474,198,389
42387,198,215
39551,198,1500
81653,198,794
2992,198,293
50931,198,860
9189,198,1515
40735,198,210
24699,198,1295
16413,198,279
11606,198,1251
48662,198,1524
88116,198,230
56667,198,958
11787,198,572
73619,198,1537
53669,198,987
420,198,1167
35501,198,283
55757,198,318
69776,198,1588
24253,198,1020
16384,198,536
55672,198,587
13271,198,825
80479,198,1004
67485,198,333
65577,198,1577
32074,198,321
86122,198,498
86672,198,378
5223,198,889
63778,198,139
969,198,1523
59488,199,596
64527,199,1085
6763,199,1623
57535,199,1547
34509,199,1644
6072,199,134
64551,199,262
54775,199,532
51427,199,1652
22182,199,1398
62319,199,478
49018,199,686
53970,199,1159
33415,199,1063
47228,199,277
57694,199,693
3045,199,356
85663,199,746
63893,199,7
15307,199,1371
81843,199,456
58334,199,113
83888,199,411
19091,199,1516
48931,199,446
49087,199,1013
29853,199,435
15341,199,1287
52281,199,221
20985,199,991
50077,199,703
81970,199,631
81969,199,378
49289,199,1307
85092,199,792
65090,199,770
31638,199,1570
74902,199,971
21653,199,460
15107,199,1173
80014,199,235
83089,199,764
52393,199,867
22222,199,209
21632,199,406
65073,199,125
6759,199,44
80038,199,1461
7972,199,42
35518,199,23
22792,199,1394
53071,199,567
75668,199,1369
52834,199,1366
19621,199,841
20274,199,855
79377,199,1329
63756,199,463
29905,199,1633
50412,199,570
81637,199,1397
32946,199,1190
55514,199,690
60946,199,50
81134,199,1102
37041,199,797
21484,199,1495
11929,199,270
36366,199,1142
29654,199,793
7355,199,930
29659,199,1169
21378,199,809
52587,199,225
51281,199,443
83744,199,1205
30645,199,1425
48428,199,1149
76561,199,860
3203,199,315
83287,199,1365
83755,199,624
75058,199,133
78802,199,950
34719,199,846
23095,199,551
47322,199,1197
19143,199,1178
52045,199,1523
54920,199,275
17750,199,648
51720,199,109
15349,199,536
76051,199,1241
46862,199,504
28300,199,1000
46875,199,609
82623,199,88
79393,199,99
17767,199,1339
48051,199,505
21340,199,15
82620,199,715
15253,199,785
81197,199,179
63119,199,402
21876,199,1395
1186,199,1148
56171,199,1442
8210,199,1460
54351,199,538
62034,199,794
21360,199,598
23061,199,753
63082,199,659
22293,199,1266
28103,199,1141
73255,199,580
17052,199,178
27775,199,40
3847,199,1146
39002,199,1543
41840,199,1393
68728,199,1251
66590,199,1459
65248,199,1276
26647,199,571
42325,199,273
86289,199,382
9345,199,1657
4097,199,865
88030,199,2
70209,199,184
65546,199,95
41452,199,1396
40679,199,1210
38020,199,1281
4494,199,448
4254,199,1391
42545,199,1201
17134,199,768
67697,199,616
65713,199,762
4862,199,461
70052,199,747
67677,199,6
23939,199,36
43658,199,757
87688,199,643
27498,199,1513
67299,199,1171
37757,199,317
16485,199,896
86825,199,694
87050,199,1500
87157,199,1349
24294,199,644
71140,199,142
10831,199,333
69341,199,1350
40495,199,355
86920,199,348
44743,199,685
65613,199,261
40398,199,55
73819,199,566
25038,199,947
67795,199,622
71202,199,1653
72321,199,420
69412,199,773
72009,199,71
26513,199,1132
67429,199,656
89661,199,328
85856,199,987
73150,199,1301
70514,199,1533
16848,199,945
86405,199,1315
379,199,815
16218,199,1560
24029,199,1373
39447,199,46
67356,199,1113
43931,199,1390
44883,199,884
27923,199,415
42040,199,1048
70383,199,1005
34005,200,722
61023,200,1609
47583,200,855
28625,200,676
19804,200,94
31386,200,851
35126,200,498
64296,200,109
23281,200,345
21495,200,309
78287,200,212
61014,200,770
68978,200,1321
27522,200,1129
58841,200,63
81643,200,456
26822,200,1097
61004,200,207
23286,200,266
24894,200,611
81605,200,1460
21466,200,1401
39577,200,64
38042,200,1254
53267,200,846
48998,200,35
24916,200,281
81405,200,801
67595,200,696
58462,200,1146
78532,200,349
61422,200,524
13621,200,1289
72586,200,128
86746,200,115
78583,200,1062
81309,200,668
24042,200,1397
50350,200,276
19975,200,465
19986,200,313
10290,200,1432
