,user,movie
6704,829,294
67838,829,922
78904,829,867
22773,829,616
72473,829,926
40695,829,570
1796,829,627
24910,829,752
16592,829,1393
42410,829,1234
59714,829,682
40585,829,498
6845,829,890
48085,829,1565
87909,829,1407
20565,829,728
25204,829,44
13487,829,631
29020,829,1460
38160,829,113
61653,829,643
40041,829,1173
18305,829,1366
27982,829,1533
83384,829,1199
74189,829,1450
23790,829,134
1282,829,1564
51865,829,1289
48246,829,27
67250,829,860
50315,829,1559
89680,829,1253
80833,829,1633
44451,829,380
6562,829,1461
3575,829,613
31505,829,851
61984,829,551
50949,829,1515
41561,829,610
77833,829,55
24313,829,1507
5786,829,1206
73593,829,337
61840,829,1329
61834,829,312
89469,829,184
23604,829,1005
2264,829,1516
46001,829,747
86042,829,1514
3030,829,1035
44338,829,1523
66868,829,715
55787,829,142
80364,829,1350
43836,829,1241
39719,829,416
34987,829,612
35203,829,685
7929,829,1603
24052,829,456
89217,829,1390
76074,829,1249
59404,829,443
52380,829,36
30655,829,328
11806,829,1445
77623,829,1391
25556,829,1500
60276,829,846
35476,829,1190
32699,829,305
53023,829,133
58111,829,132
68501,829,303
84707,829,1398
70328,829,433
6595,829,1178
15856,829,225
41458,829,797
47249,829,909
88375,829,2
53911,829,1379
6714,829,1132
28946,829,249
50670,829,1339
43958,829,1394
50858,829,596
80333,829,297
69672,829,373
74971,829,960
89022,829,650
80646,829,1488
7387,829,1397
25020,829,1284
7898,829,41
659,830,332
64335,830,1284
4136,830,843
32271,830,621
35075,830,1441
50900,830,1355
801,830,1215
36291,830,1231
25277,830,1302
25828,830,378
81901,830,952
35509,830,113
5537,830,1251
44478,830,1274
16243,830,780
16044,830,733
63699,830,88
25148,830,627
48190,830,1589
18345,830,1317
40413,830,1657
37735,830,854
26433,830,1497
33733,830,1205
5783,830,1572
82633,830,92
5296,830,1178
45499,830,212
26008,830,1401
11063,830,225
31781,830,484
43775,830,747
35983,830,1190
13231,830,1210
47021,830,1580
82028,830,1110
44118,830,1016
52681,830,1500
26922,830,585
25662,830,1176
68416,830,1460
60129,830,741
81187,830,958
5340,830,477
87928,830,1234
23268,830,1135
12024,830,410
9896,830,98
58379,830,411
43584,830,1182
86250,830,453
47001,830,32
29542,830,349
23554,830,498
40567,830,339
62846,830,827
65323,830,1398
86004,830,333
7489,830,1523
1466,830,860
60241,830,414
63068,830,873
82810,830,577
81213,830,207
8047,830,471
12279,830,636
12643,830,1369
66136,830,579
8006,831,577
17868,831,1234
65874,831,333
81121,831,860
88093,831,178
15343,831,1285
41836,831,378
8327,831,982
10143,831,410
54898,831,1152
13561,831,1500
15712,831,411
56586,831,345
17441,831,1640
43628,831,460
81253,831,1284
17738,831,1274
78225,831,471
78574,831,332
73137,831,1554
2700,831,794
55278,831,1398
23676,831,1588
66858,831,993
72559,832,1040
55029,832,354
8688,832,57
54993,832,654
23232,832,203
12226,832,382
1723,832,1504
37731,832,1183
59039,832,1507
38005,832,1407
59036,832,1516
59124,832,608
71610,832,1284
6783,832,417
58119,832,613
59353,832,440
79357,832,1121
87039,832,1142
79918,832,498
6773,832,1586
80519,832,1207
16170,832,737
9544,832,1432
36451,832,1386
31133,832,237
23647,832,1329
33081,832,341
1966,832,414
27410,832,337
81499,832,1589
74919,832,425
20203,832,1497
86855,832,1265
79187,832,450
45449,832,143
57826,832,206
80291,832,330
31833,832,415
74784,832,658
74456,832,262
1797,832,936
74225,832,221
7124,832,1231
12416,832,1393
56564,832,1208
57732,832,1594
74801,832,1182
57547,832,1095
31948,832,1572
80234,832,820
71663,832,456
57561,832,1196
55677,832,878
74727,832,1342
7165,832,49
20517,832,1061
86924,832,816
37501,832,223
39606,832,982
81314,832,132
15702,832,319
74210,832,119
46362,832,1636
26328,832,945
56315,832,1441
19845,832,231
10714,832,1424
6794,832,187
9490,832,757
17154,832,412
41704,832,494
12312,832,1524
3898,832,35
573,832,1158
33241,832,484
35529,832,152
20530,832,1463
17071,832,309
49738,832,1657
79167,832,441
86638,832,908
69004,832,1398
31795,832,767
24818,832,656
37525,832,15
88736,832,104
58490,832,1098
59507,832,102
35810,832,355
49710,832,667
85338,832,432
57422,832,1057
86972,832,179
35811,832,463
20621,832,631
49808,832,966
83464,832,906
21597,832,315
65533,832,1266
25547,832,1401
47526,832,612
35185,832,551
50786,832,150
52746,832,17
69911,832,305
83170,832,1633
27680,832,44
71123,832,317
25539,832,1
60695,832,1064
73483,832,1565
34908,832,1234
62621,832,1205
6241,832,347
71226,832,909
33760,832,1043
5904,832,640
62657,832,416
65946,832,94
78468,832,34
72746,832,464
28606,832,768
51589,832,273
69897,832,1023
60898,832,1079
5167,832,739
89459,832,1477
60862,832,1157
76090,832,1444
72388,832,643
70087,832,1481
30334,832,623
84758,832,1338
83532,832,1250
28995,832,1255
24169,832,1131
5854,832,433
66051,832,209
42517,832,1217
10448,832,937
24606,832,261
52923,832,225
19561,832,670
71846,832,1048
77851,832,255
2348,832,360
43091,832,799
22211,832,841
25990,832,1204
70882,832,63
6339,832,207
46576,832,153
26000,832,452
39898,832,1568
4201,832,212
60462,832,1449
6302,832,1124
1251,832,266
34911,832,348
49344,832,919
87382,832,87
24664,832,774
44545,832,1609
28958,832,296
77538,832,1543
12054,832,53
43395,832,199
22124,832,270
77952,832,519
2970,832,240
34195,832,399
33625,832,943
84997,832,1460
60480,832,832
77596,832,1102
53961,832,1537
36203,832,1456
47487,832,1209
85456,832,571
82504,832,984
89377,832,1066
23870,832,249
44267,832,1629
37158,832,328
66476,832,1299
23907,832,1078
24129,832,997
62853,832,1534
62850,832,829
12978,832,851
46516,832,1190
48962,832,1371
73603,832,1176
35274,832,1301
