,rating
70838,4.0
63966,3.0
57505,4.0
11137,5.0
43110,1.0
30079,4.0
37377,1.0
65727,2.0
73467,5.0
53052,1.0
33135,2.0
14431,4.0
8119,1.0
31521,4.0
17913,3.0
5122,4.0
62345,4.0
31411,4.0
75221,3.0
55853,3.0
9722,4.0
84396,4.0
79411,3.0
60681,2.0
59034,4.0
82741,1.0
3554,1.0
64548,3.0
64099,3.0
57740,4.0
6817,1.0
84062,3.0
4237,5.0
83980,3.0
3192,5.0
34398,3.0
65987,3.0
32252,4.0
36271,4.0
72171,3.0
19982,3.0
86523,4.0
60062,5.0
65402,2.0
14815,3.0
17838,4.0
58084,4.0
63531,3.0
7257,5.0
8928,3.0
11800,2.0
54018,3.0
33161,3.0
34106,5.0
63178,3.0
23189,3.0
77923,5.0
29705,3.0
14634,1.0
56915,2.0
31074,4.0
28270,4.0
29750,3.0
78420,4.0
26690,1.0
33927,3.0
78470,4.0
84344,4.0
33311,3.0
25427,3.0
59362,4.0
71755,4.0
75228,3.0
63408,3.0
80732,4.0
59397,4.0
86554,2.0
35118,3.0
7324,1.0
7062,4.0
78362,3.0
64400,4.0
23763,4.0
80629,3.0
31420,1.0
42227,4.0
84617,3.0
14255,4.0
33994,2.0
45355,3.0
80180,5.0
19482,3.0
44560,4.0
28978,4.0
80304,4.0
81866,3.0
76262,4.0
8614,4.0
47064,4.0
40137,2.0
84121,4.0
66251,3.0
53033,2.0
19428,4.0
8076,1.0
9356,3.0
35730,4.0
48940,3.0
62951,4.0
85024,2.0
42247,3.0
75458,3.0
55250,3.0
16347,1.0
6818,4.0
6353,2.0
48959,3.0
59072,4.0
16408,2.0
82862,4.0
39861,3.0
41079,2.0
70840,4.0
84194,4.0
14704,3.0
41474,3.0
72684,5.0
12058,4.0
13085,2.0
5547,3.0
18029,3.0
8574,2.0
10192,4.0
56144,2.0
19415,4.0
23729,3.0
43502,5.0
58826,3.0
53575,3.0
69644,2.0
56620,3.0
53736,2.0
48681,4.0
21569,4.0
53739,4.0
32347,5.0
72450,3.0
79505,3.0
13161,5.0
66990,3.0
47431,2.0
56624,3.0
26666,3.0
68029,3.0
60843,4.0
86988,4.0
3265,2.0
32368,4.0
19423,4.0
17086,4.0
70028,3.0
11110,3.0
36226,3.0
65484,4.0
58364,4.0
78174,4.0
84919,4.0
64244,4.0
24071,2.0
2514,3.0
23230,4.0
18099,4.0
12835,3.0
23945,3.0
4249,5.0
70250,4.0
4778,2.0
27027,4.0
57548,3.0
48558,4.0
80200,3.0
8073,2.0
72093,3.0
27934,3.0
74941,4.0
18937,4.0
74984,5.0
71907,3.0
61012,4.0
13027,4.0
63678,4.0
65364,3.0
14315,4.0
78384,4.0
84713,3.0
64404,2.0
24115,2.0
7854,3.0
8100,3.0
69816,2.0
67885,3.0
5623,4.0
