,rating
72217,5.0
46522,5.0
9316,3.0
83435,4.0
72610,3.0
66128,3.0
83307,2.0
67725,5.0
14904,3.0
29338,4.0
26718,4.0
46117,3.0
46010,4.0
5540,4.0
36492,2.0
54154,4.0
9297,4.0
22874,5.0
26583,4.0
35790,2.0
50867,5.0
7765,4.0
47062,5.0
88387,4.0
58906,2.0
72179,5.0
77839,3.0
30661,3.0
56844,5.0
67941,5.0
35754,1.0
56756,4.0
11483,4.0
83711,5.0
67897,2.0
6273,5.0
35661,5.0
30374,4.0
11324,3.0
9461,5.0
61165,5.0
14175,1.0
58217,1.0
74180,5.0
44623,5.0
44609,5.0
81756,5.0
24027,5.0
11087,5.0
5626,2.0
74376,4.0
51330,5.0
44391,4.0
11050,1.0
7605,5.0
74581,5.0
54466,1.0
88363,4.0
44781,1.0
27037,4.0
54162,4.0
36635,3.0
73412,4.0
36863,5.0
73535,5.0
82608,5.0
82590,4.0
44849,5.0
31804,5.0
14966,3.0
67557,3.0
45091,4.0
82265,5.0
61025,2.0
17599,4.0
17603,1.0
4803,4.0
35560,3.0
72058,4.0
3832,5.0
86867,4.0
20829,5.0
33518,5.0
20798,5.0
16273,3.0
16615,2.0
86497,5.0
33466,2.0
12249,5.0
69725,2.0
69804,4.0
86406,5.0
65310,3.0
26017,1.0
68328,4.0
68291,2.0
86446,5.0
70129,2.0
30252,5.0
25076,1.0
59262,5.0
68737,5.0
23337,4.0
4542,2.0
50129,2.0
59278,3.0
4548,4.0
69073,4.0
87495,5.0
52780,3.0
50222,2.0
14687,2.0
33193,5.0
87227,5.0
50228,3.0
30309,4.0
20932,4.0
54522,1.0
48742,3.0
59075,4.0
4010,4.0
34794,5.0
50709,5.0
3967,3.0
21992,1.0
84840,4.0
60135,1.0
85157,3.0
53594,2.0
1103,4.0
17049,3.0
6349,2.0
84558,5.0
84532,3.0
64669,4.0
71903,2.0
52594,4.0
48661,3.0
20409,5.0
16904,4.0
86001,4.0
85911,3.0
65950,3.0
7873,4.0
57297,3.0
70619,5.0
23082,3.0
53401,5.0
59991,3.0
11799,4.0
52632,5.0
32462,3.0
70794,4.0
48266,4.0
70850,1.0
85489,3.0
48304,2.0
67301,1.0
82974,5.0
4533,3.0
66448,4.0
76396,3.0
2207,5.0
18194,3.0
42712,5.0
63072,4.0
28772,2.0
43939,3.0
39736,2.0
61953,4.0
24185,5.0
55113,5.0
3124,4.0
76653,4.0
43354,4.0
79141,3.0
9826,3.0
39973,2.0
39990,1.0
42482,1.0
25156,5.0
76352,4.0
89385,3.0
55825,3.0
12531,4.0
54969,4.0
66414,4.0
28636,5.0
28651,3.0
80387,4.0
31201,5.0
75964,4.0
22315,1.0
67046,5.0
76050,1.0
75559,4.0
19135,3.0
28533,4.0
75535,5.0
12505,5.0
7531,4.0
55843,5.0
76142,4.0
56017,4.0
1831,3.0
79066,5.0
62960,4.0
39930,4.0
6026,2.0
30910,5.0
62674,2.0
55293,3.0
80940,3.0
78355,4.0
27796,5.0
22478,2.0
15367,3.0
24098,2.0
41945,1.0
24268,4.0
17840,5.0
3201,4.0
61417,4.0
30940,5.0
41219,4.0
40402,5.0
40160,4.0
7403,4.0
74989,5.0
62144,5.0
76933,4.0
51447,5.0
51943,4.0
40322,3.0
81183,4.0
24082,5.0
78693,5.0
14354,5.0
44053,4.0
78251,4.0
30928,3.0
2949,5.0
13102,4.0
63259,1.0
88376,3.0
63189,5.0
46838,3.0
32115,4.0
33290,2.0
23900,3.0
70486,4.0
15505,4.0
59878,4.0
34044,4.0
69887,4.0
25994,4.0
48073,3.0
69669,5.0
47758,4.0
13786,3.0
53051,3.0
20754,4.0
57499,4.0
8703,3.0
26341,4.0
19032,4.0
17078,5.0
78326,3.0
33456,3.0
55597,5.0
47227,5.0
12753,4.0
58942,4.0
84623,1.0
19485,5.0
44029,4.0
38278,4.0
36610,3.0
1514,3.0
31729,5.0
54906,4.0
45152,4.0
82748,4.0
1400,5.0
6113,3.0
72622,3.0
14062,4.0
1883,4.0
75608,4.0
45540,1.0
22845,1.0
74129,4.0
73393,3.0
32024,4.0
28755,3.0
69423,3.0
45312,3.0
31499,2.0
74387,4.0
54733,1.0
61462,1.0
5629,2.0
132,2.0
13960,3.0
37901,1.0
60988,1.0
35040,2.0
31640,3.0
71543,3.0
76891,4.0
73687,5.0
21999,3.0
87010,2.0
23608,2.0
75107,3.0
51558,2.0
34958,4.0
39687,3.0
9291,2.0
80303,1.0
53108,3.0
7299,2.0
66671,1.0
22408,5.0
68484,5.0
68315,4.0
41032,1.0
8561,3.0
53221,2.0
12875,5.0
13218,1.0
20577,4.0
6243,3.0
17175,3.0
49960,2.0
59618,4.0
77539,2.0
57784,3.0
44062,2.0
30827,5.0
31269,4.0
80468,2.0
19969,3.0
61402,2.0
42046,5.0
57326,3.0
26953,4.0
12026,5.0
