,rating
14904,3.0
22874,5.0
73412,4.0
26017,1.0
54906,4.0
44536,4.0
33052,1.0
65373,2.0
47573,1.0
13850,3.0
26189,1.0
25074,1.0
24961,4.0
43975,5.0
56804,4.0
25284,1.0
72642,3.0
21462,3.0
26290,5.0
17550,5.0
43216,5.0
1114,5.0
9055,3.0
39724,3.0
75557,3.0
79434,5.0
86544,5.0
455,3.0
66697,4.0
17592,4.0
34124,5.0
52499,4.0
21618,4.0
11826,3.0
10578,4.0
41837,5.0
33582,5.0
88704,5.0
60110,3.0
20454,3.0
86219,3.0
4496,5.0
28564,3.0
50027,4.0
16719,3.0
61404,3.0
13205,2.0
62249,3.0
77325,3.0
43610,2.0
28541,3.0
171,2.0
61870,3.0
13141,2.0
51797,3.0
53295,4.0
85905,3.0
48460,3.0
21901,1.0
82211,3.0
33160,4.0
401,1.0
58822,2.0
70755,2.0
8052,1.0
27102,2.0
75913,3.0
23885,5.0
18388,5.0
5125,4.0
42640,4.0
58801,3.0
31925,3.0
16160,3.0
24075,3.0
34368,4.0
82806,3.0
29237,5.0
85214,4.0
64776,3.0
26610,5.0
40161,4.0
34720,1.0
62501,1.0
12187,3.0
11138,3.0
45486,5.0
11753,4.0
62679,5.0
58455,4.0
76057,4.0
17855,3.0
74286,2.0
11965,4.0
17661,5.0
17607,4.0
25255,4.0
71842,3.0
88923,5.0
63872,4.0
68103,4.0
8727,4.0
21801,5.0
19820,4.0
26616,4.0
31087,3.0
1420,3.0
34862,3.0
66545,1.0
39169,3.0
68601,2.0
75408,4.0
66993,4.0
19270,2.0
56627,3.0
21968,4.0
42117,5.0
88378,3.0
77698,2.0
80241,2.0
37690,5.0
24202,1.0
65822,3.0
71959,4.0
87613,5.0
50761,3.0
4525,4.0
11647,4.0
15234,3.0
48671,3.0
57289,5.0
40945,5.0
89290,5.0
84869,4.0
59791,5.0
23067,4.0
2028,4.0
82628,4.0
26857,5.0
25045,5.0
21543,4.0
48138,3.0
40966,4.0
28914,4.0
55307,5.0
34590,4.0
61097,4.0
37877,4.0
15803,5.0
332,4.0
86510,4.0
31689,4.0
25080,4.0
87910,3.0
63441,4.0
22114,2.0
1539,3.0
8654,3.0
60945,3.0
539,3.0
29419,4.0
87851,2.0
65222,1.0
38424,3.0
79478,3.0
29239,5.0
27060,4.0
14500,5.0
61067,4.0
22235,3.0
81780,4.0
57913,3.0
86775,5.0
49040,4.0
86320,5.0
23923,5.0
34763,2.0
63583,3.0
50768,5.0
54182,3.0
1037,4.0
48698,2.0
56591,5.0
65588,4.0
75700,1.0
88847,3.0
82502,3.0
46111,4.0
51933,4.0
3753,4.0
24531,2.0
38919,2.0
54962,4.0
64997,4.0
45725,3.0
47968,4.0
80068,4.0
61513,2.0
73364,3.0
49164,3.0
54392,4.0
65826,4.0
71375,4.0
31417,4.0
63629,4.0
71757,5.0
57463,5.0
47035,5.0
60303,4.0
58773,4.0
