,rating
14175,1.0
30940,5.0
32024,4.0
69423,3.0
8855,5.0
74530,4.0
62068,5.0
46349,3.0
60457,4.0
35052,1.0
2379,5.0
3799,5.0
49118,5.0
78307,5.0
30870,4.0
31048,2.0
23673,1.0
69870,5.0
69214,5.0
38536,5.0
33321,5.0
42514,4.0
82047,4.0
80238,2.0
24230,1.0
16704,3.0
33278,4.0
22109,4.0
34426,4.0
25219,2.0
10138,3.0
29914,4.0
81517,3.0
15902,3.0
48780,5.0
77927,3.0
26052,4.0
86677,4.0
28503,4.0
55905,3.0
84528,5.0
80579,1.0
72105,4.0
54221,1.0
20410,1.0
26252,4.0
35482,1.0
43462,3.0
40072,4.0
10612,4.0
32791,4.0
27598,2.0
49188,3.0
56383,1.0
42102,1.0
41233,3.0
48589,3.0
73449,3.0
57694,2.0
86825,4.0
67595,3.0
67203,5.0
3235,5.0
78739,1.0
57163,5.0
78223,3.0
54125,5.0
81218,5.0
38991,2.0
17706,2.0
65523,5.0
66885,3.0
73500,3.0
3158,4.0
4878,2.0
8647,5.0
4573,4.0
5542,4.0
73484,4.0
29345,5.0
59467,5.0
29537,4.0
71096,5.0
58633,5.0
21216,3.0
61494,5.0
81758,4.0
41695,3.0
1087,2.0
60337,5.0
61156,4.0
82266,4.0
72660,4.0
87571,4.0
89481,4.0
5573,4.0
40618,3.0
51004,4.0
75538,2.0
26476,5.0
87703,5.0
83148,4.0
14384,4.0
30091,5.0
24237,4.0
32788,5.0
28545,4.0
84541,4.0
8715,2.0
64000,3.0
89358,3.0
86445,4.0
10695,5.0
37572,1.0
31049,1.0
39209,3.0
29722,5.0
24960,2.0
27294,3.0
53296,1.0
24714,4.0
16637,2.0
13186,3.0
35535,3.0
54245,2.0
30499,5.0
61133,4.0
56710,5.0
18840,4.0
64590,2.0
63545,4.0
85379,3.0
14306,3.0
84655,4.0
9429,4.0
74356,1.0
40357,3.0
38706,3.0
50849,4.0
40152,5.0
57910,1.0
1305,4.0
68886,3.0
50887,2.0
66076,3.0
30028,2.0
24150,4.0
30657,5.0
61552,4.0
65264,4.0
49714,4.0
37610,4.0
88345,2.0
3985,5.0
47189,5.0
2350,5.0
71727,4.0
81817,4.0
13143,4.0
46777,5.0
64972,4.0
31402,4.0
58513,2.0
6888,4.0
73461,5.0
75091,3.0
21161,4.0
42443,1.0
86308,5.0
37617,4.0
74468,1.0
46523,5.0
85738,3.0
75299,1.0
49422,4.0
64370,1.0
67340,3.0
12476,4.0
9444,3.0
12685,3.0
26057,4.0
43862,2.0
23600,2.0
20006,4.0
9137,4.0
65425,3.0
547,2.0
61566,4.0
84485,4.0
35095,4.0
12809,3.0
10812,4.0
20125,2.0
80041,5.0
86462,5.0
48097,5.0
27648,4.0
83022,4.0
18129,4.0
58409,2.0
50483,1.0
44454,3.0
66097,4.0
25349,4.0
68058,5.0
69360,4.0
77298,3.0
51918,1.0
20622,2.0
23504,4.0
15051,5.0
34323,4.0
70055,3.0
65727,2.0
50767,3.0
74259,3.0
60716,5.0
6152,3.0
79680,2.0
35284,3.0
47902,2.0
25370,4.0
68756,3.0
2143,3.0
61900,3.0
6652,4.0
68176,5.0
46989,3.0
30379,3.0
66272,5.0
84329,4.0
37499,4.0
48955,2.0
84362,3.0
29193,4.0
26251,2.0
63081,4.0
70812,4.0
87792,2.0
31351,1.0
88465,3.0
42729,4.0
1129,4.0
77974,5.0
9193,3.0
40568,4.0
40012,1.0
82634,4.0
84794,3.0
18884,4.0
4779,4.0
441,5.0
7048,5.0
51887,2.0
56504,3.0
34256,5.0
