,rating
88387,4.0
24027,5.0
67557,3.0
69073,4.0
14687,2.0
86001,4.0
70850,1.0
31201,5.0
78251,4.0
12753,4.0
38278,4.0
31640,3.0
6243,3.0
61492,5.0
18369,3.0
26110,4.0
60417,2.0
15569,3.0
53511,3.0
45578,2.0
68588,4.0
77452,5.0
15317,2.0
4671,5.0
29399,1.0
85389,2.0
25504,3.0
19381,2.0
18515,5.0
28829,5.0
65522,5.0
52904,3.0
49598,4.0
31130,4.0
51196,4.0
29421,5.0
28809,4.0
81298,5.0
36240,4.0
69581,4.0
24460,4.0
53020,2.0
86560,4.0
77233,4.0
43682,3.0
31559,4.0
80362,2.0
24539,5.0
32422,5.0
46116,4.0
56588,1.0
3834,1.0
71852,4.0
71423,4.0
8709,5.0
64073,2.0
45011,2.0
88035,5.0
33661,5.0
43517,5.0
22139,4.0
37356,3.0
69192,3.0
43917,1.0
77933,4.0
57896,1.0
37706,3.0
18036,5.0
55298,5.0
43256,4.0
79995,5.0
14946,5.0
87631,3.0
6431,4.0
74958,5.0
33313,3.0
18673,3.0
17200,5.0
57970,4.0
34555,3.0
28455,3.0
62038,4.0
10081,1.0
86016,1.0
53170,5.0
74404,2.0
23858,3.0
73777,3.0
13742,4.0
16466,4.0
75018,5.0
78194,4.0
72354,3.0
16118,4.0
61548,4.0
29211,5.0
63206,4.0
71835,5.0
37007,3.0
36693,3.0
53728,2.0
68095,3.0
39802,3.0
17029,4.0
996,4.0
81436,5.0
61366,4.0
42921,4.0
77240,3.0
88501,4.0
81624,3.0
53721,3.0
47929,4.0
37962,4.0
55352,2.0
38500,5.0
67876,5.0
39284,4.0
21118,4.0
26208,4.0
51176,4.0
14682,4.0
67294,4.0
66374,3.0
35938,2.0
61091,3.0
78007,4.0
3569,4.0
74250,4.0
76240,5.0
7882,4.0
6637,4.0
60645,1.0
85291,3.0
18765,5.0
21608,3.0
63974,4.0
15235,3.0
8182,4.0
12221,4.0
2156,4.0
86681,4.0
4872,4.0
4810,4.0
85163,4.0
1078,2.0
19430,3.0
69642,4.0
1188,5.0
7820,4.0
21501,3.0
3134,4.0
1580,4.0
73643,5.0
40961,4.0
87148,3.0
