,user id,movie id,age,occupation,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating
54886,30,873,7,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
26601,471,878,10,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
72805,289,849,11,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
88280,880,876,13,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
50341,609,877,13,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
55193,628,874,13,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
17848,880,845,13,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
44206,880,831,13,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0
11859,674,866,13,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
15255,880,864,13,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
41378,880,879,13,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0
6137,628,845,13,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
3004,609,878,13,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
28008,880,841,13,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
7157,880,849,13,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
27879,880,833,13,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
42254,880,881,13,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
24190,813,877,14,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
89670,206,873,14,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
32058,887,845,14,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
