,rating
9461,5.0
31804,5.0
68737,5.0
3967,3.0
53594,2.0
67301,1.0
60988,1.0
86763,3.0
49855,1.0
20549,1.0
26350,3.0
3590,4.0
74158,1.0
72781,4.0
83662,5.0
89314,4.0
58639,5.0
77133,3.0
89688,3.0
22405,4.0
63836,2.0
85123,5.0
43603,4.0
5495,4.0
83421,3.0
13052,2.0
14216,5.0
79352,3.0
75911,5.0
55979,4.0
18161,1.0
55769,3.0
83475,3.0
17560,3.0
84865,2.0
3733,2.0
6701,4.0
12474,1.0
8304,3.0
88372,5.0
34337,1.0
75113,3.0
48843,4.0
31309,5.0
65271,4.0
7718,4.0
25580,1.0
7774,2.0
66269,3.0
83292,2.0
45056,4.0
61798,3.0
35579,4.0
67261,2.0
43507,2.0
45321,4.0
69326,5.0
33809,5.0
75576,4.0
71778,5.0
85104,4.0
43751,3.5
62640,2.0
67414,2.0
52326,1.0
3864,5.0
76111,1.0
13768,1.0
23056,3.0
77868,5.0
41467,4.0
28547,2.0
9799,3.0
21327,4.0
83031,3.0
74350,4.0
56822,3.0
36223,4.0
70785,3.0
15814,3.0
88670,4.0
59636,3.0
13626,4.0
51457,4.0
33682,3.0
51975,5.0
87202,2.0
52254,3.0
34705,2.0
54458,1.0
14998,3.0
32939,2.0
49695,3.0
50435,3.0
61794,3.0
66370,4.0
54270,4.0
19849,3.0
45935,3.0
67738,3.0
89616,4.0
27444,4.0
57038,4.0
6803,3.0
29179,2.0
5561,1.0
66090,2.0
46584,4.0
52701,5.0
24892,5.0
28496,4.0
44966,3.0
63370,4.0
62585,2.0
21686,4.0
44593,4.0
14659,2.0
82899,3.0
26848,1.0
30427,3.0
46333,3.0
40394,4.0
5957,4.0
20001,3.0
58360,4.0
42088,2.0
25976,4.0
16059,5.0
45143,3.0
74153,4.0
66677,2.0
6396,1.0
54156,4.0
56458,5.0
9605,4.0
7829,3.0
33468,5.0
82648,5.0
81012,3.0
66330,2.0
50119,3.0
59161,4.0
43686,4.0
37349,5.0
25490,4.0
29500,4.0
41101,3.0
36340,5.0
43496,4.0
31687,4.0
66752,4.0
16140,4.0
27843,5.0
71332,3.0
55844,4.0
4673,1.0
41043,3.0
78688,3.0
22120,4.0
77809,3.0
14325,3.0
80686,3.0
14911,5.0
36924,5.0
12974,4.0
52390,4.0
33937,4.0
57380,2.0
68487,4.0
4773,3.0
49631,4.0
338,3.0
48977,3.0
40876,3.0
34736,1.0
77877,2.0
71951,4.0
55158,4.0
421,3.0
66292,5.0
8066,4.0
2868,2.0
46849,3.0
62576,2.0
76279,3.0
61148,2.0
22777,2.0
37829,3.0
11689,5.0
38124,1.0
927,4.0
443,5.0
60068,5.0
22002,3.0
22052,3.0
25953,2.0
88530,4.0
56800,4.0
43559,4.0
87396,2.0
5046,4.0
14263,4.0
81744,2.0
77197,3.0
7421,3.0
84406,4.0
15837,4.0
77649,3.0
78353,4.0
56885,1.0
18623,4.0
74236,2.0
25101,3.0
53297,4.0
66527,1.0
64447,5.0
33354,5.0
22562,2.0
51300,5.0
80317,3.0
46496,2.0
42731,5.0
87067,5.0
68552,5.0
38876,5.0
57195,4.0
73266,4.0
15186,2.0
21523,3.0
30432,5.0
84085,4.0
11593,5.0
64683,4.0
20148,4.0
3937,5.0
19818,5.0
68982,2.0
73236,4.0
79192,5.0
52955,3.0
75887,3.0
1028,4.0
63393,5.0
76896,3.0
76764,3.0
1017,4.0
20730,4.0
74207,4.0
45993,1.0
78461,4.0
83560,4.0
59230,4.0
58926,4.0
26352,2.0
31463,3.0
62040,4.0
11169,3.0
52633,2.0
48212,4.0
48232,5.0
28629,3.0
67721,3.0
87370,4.0
14017,5.0
64754,3.0
80818,3.0
72386,4.0
48168,3.0
10226,2.0
30892,3.0
30114,4.0
69838,4.0
81976,3.0
84379,2.0
73541,3.0
7902,4.0
73786,1.0
5918,4.0
39513,4.0
65719,4.0
80736,3.0
4502,5.0
38788,4.0
16666,3.0
2747,1.0
17354,5.0
2759,5.0
85019,4.0
43201,5.0
71908,1.0
42121,1.0
80526,4.0
72734,3.0
88765,5.0
88511,3.0
34036,2.0
86153,1.0
54479,1.0
25461,1.0
53376,1.0
53414,1.0
79349,1.0
81308,1.0
43491,1.0
27056,1.0
22617,3.0
59358,3.0
70917,3.0
59662,4.0
23801,4.0
46675,3.0
72971,2.0
36791,3.0
84980,5.0
2248,4.0
57300,4.0
9847,5.0
30343,3.0
32736,2.0
46930,4.0
826,4.0
72531,3.0
36751,3.0
44428,2.0
31427,4.0
76995,3.0
48126,3.0
27592,2.0
7889,3.0
36246,2.0
39713,3.0
34616,4.0
88596,3.0
22236,4.0
4295,3.0
25672,1.0
29096,2.0
48182,5.0
29993,3.0
5227,1.0
6678,3.0
81653,1.0
13271,5.0
85092,5.0
37041,5.0
29654,4.0
21378,4.0
62034,3.0
379,4.0
81405,3.0
19436,2.0
75171,4.0
49030,3.0
84322,5.0
72776,4.0
44015,4.0
33165,3.0
89696,5.0
72044,5.0
37761,2.0
21577,4.0
57053,3.0
68054,3.0
60368,1.0
34391,4.0
35420,3.0
87486,3.0
25084,4.0
5597,2.0
36970,4.0
49016,4.0
52191,5.0
62155,5.0
28389,3.0
40729,5.0
19319,4.0
2793,4.0
56757,1.0
76003,5.0
23623,2.0
65528,3.0
87054,3.0
41958,1.0
44772,3.0
54582,3.0
84633,4.0
46026,4.0
2673,3.0
9350,3.0
74644,1.0
80966,4.0
54491,1.0
