,rating
17603,1.0
4803,4.0
12531,4.0
55293,3.0
78693,5.0
46838,3.0
23900,3.0
17078,5.0
39687,3.0
49279,5.0
25854,3.0
49374,5.0
59824,3.0
63113,5.0
16570,1.0
18458,4.0
71015,3.0
36170,4.0
45333,5.0
53838,4.0
14400,5.0
31435,4.0
5541,5.0
16620,4.0
32867,2.0
77292,4.0
4332,3.0
50560,3.0
87948,5.0
68198,4.0
58319,1.0
2021,4.0
13116,3.0
13974,3.0
58498,4.0
23319,2.0
10116,4.0
1844,3.0
41989,4.0
51773,3.0
28303,2.0
15275,4.0
50254,5.0
6147,2.0
8523,5.0
32929,3.0
836,2.0
86520,4.0
45006,4.0
6811,5.0
41894,5.0
82764,1.0
38677,4.0
70845,5.0
75876,3.0
30360,5.0
55218,4.0
68800,4.0
51577,3.0
87827,5.0
61542,4.0
5879,5.0
86482,4.0
469,4.0
27689,3.0
82669,5.0
82326,5.0
54208,1.0
68763,5.0
2330,2.0
15049,5.0
1885,4.0
9749,4.0
39039,4.0
35733,5.0
87543,4.0
4376,2.0
75010,5.0
53432,3.0
70196,3.0
36858,5.0
55153,3.0
74899,3.0
75258,5.0
54520,5.0
18899,4.0
72580,3.0
48663,3.0
46619,4.0
25623,3.0
26914,3.0
58079,5.0
7468,5.0
56241,1.0
27520,2.0
13997,5.0
82072,4.0
40349,1.0
28296,3.0
41953,5.0
943,5.0
8043,2.0
81205,3.0
85524,3.0
73849,3.0
82221,4.0
83060,4.0
84502,5.0
14259,5.0
45621,2.0
57031,3.0
57573,5.0
81880,4.0
26232,3.0
5307,5.0
63298,5.0
37828,2.0
63670,5.0
54758,4.0
81051,3.0
18096,4.0
87500,5.0
81291,4.0
51928,3.0
51022,3.0
53103,1.0
80113,4.0
75100,1.0
84423,5.0
6189,2.0
31713,2.0
66606,3.0
20462,4.0
32670,2.0
55260,5.0
3078,3.0
9131,2.0
71770,4.0
57344,3.0
66327,3.0
61610,5.0
68587,2.0
30397,4.0
77971,3.0
77283,3.0
2064,3.0
19421,3.0
75026,5.0
46528,5.0
17365,2.0
35680,5.0
75498,2.0
57860,2.0
61680,5.0
18030,2.0
22575,4.0
82333,5.0
67457,3.0
67779,5.0
47275,4.0
49752,4.0
69058,3.0
52226,3.0
23958,4.0
65374,3.0
8749,4.0
12220,3.0
12772,2.0
57321,4.0
75146,5.0
27100,3.0
62941,3.0
53993,4.0
52737,5.0
43245,5.0
70718,3.0
85579,4.0
