,rating
24027,5.0
69073,4.0
14687,2.0
86001,4.0
55113,5.0
78251,4.0
12753,4.0
31640,3.0
6243,3.0
30827,5.0
61492,5.0
18369,3.0
26110,4.0
15569,3.0
53511,3.0
45578,2.0
68588,4.0
77452,5.0
4671,5.0
29399,1.0
85389,2.0
25504,3.0
64721,4.0
18515,5.0
28829,5.0
56258,3.0
49598,4.0
51196,4.0
29421,5.0
81298,5.0
36240,4.0
69581,4.0
24460,4.0
53020,2.0
77233,4.0
43682,3.0
31559,4.0
24539,5.0
38474,3.0
70930,2.0
32422,5.0
56588,1.0
3834,1.0
71852,4.0
72418,1.0
71423,4.0
37584,3.0
64073,2.0
87935,5.0
88035,5.0
43517,5.0
69192,3.0
37706,3.0
56855,1.0
18036,5.0
55298,5.0
43256,4.0
14946,5.0
74958,5.0
33313,3.0
17200,5.0
57970,4.0
34555,3.0
28455,3.0
87076,4.0
4661,2.0
74404,2.0
23342,3.0
23858,3.0
73777,3.0
20915,1.0
16466,4.0
75018,5.0
78194,4.0
72354,3.0
68759,5.0
29211,5.0
29409,5.0
71835,5.0
83133,2.0
53728,2.0
39802,3.0
30952,2.0
17029,4.0
996,4.0
81436,5.0
30903,3.0
61366,4.0
78095,5.0
78838,2.0
77240,3.0
14124,4.0
3644,3.0
66210,5.0
37962,4.0
64477,5.0
82716,4.0
62146,2.0
39284,4.0
21118,4.0
26208,4.0
51176,4.0
14682,4.0
67294,4.0
66374,3.0
35938,2.0
61091,3.0
74250,4.0
33520,4.0
76240,5.0
21325,5.0
6637,4.0
29772,3.0
60645,1.0
36533,4.0
85291,3.0
50875,3.0
67107,3.0
2156,4.0
86681,4.0
4872,4.0
51668,3.0
85163,4.0
19430,3.0
69642,4.0
73643,5.0
29214,3.0
60866,4.0
6219,1.0
65104,4.0
10252,2.0
46319,4.0
4983,4.0
8917,3.0
80402,5.0
81959,5.0
72516,1.0
35769,2.0
42411,3.0
58796,4.0
40459,2.0
83934,4.0
87206,5.0
12784,5.0
72013,5.0
64735,5.0
18465,3.0
19679,5.0
16437,4.0
45335,3.0
53371,5.0
5804,3.0
5320,4.0
87142,4.0
74780,3.0
40154,1.0
84917,3.0
25091,5.0
61783,2.0
82092,3.0
