,rating
72610,3.0
9461,5.0
31804,5.0
68328,4.0
68737,5.0
20932,4.0
3967,3.0
53594,2.0
48304,2.0
67301,1.0
28772,2.0
63259,1.0
26341,4.0
19485,5.0
14062,4.0
60988,1.0
35040,2.0
80468,2.0
2335,5.0
81071,4.0
86763,3.0
49855,1.0
46453,1.0
20549,1.0
5565,1.0
26350,3.0
52014,4.0
3590,4.0
63580,4.0
43923,2.0
67268,2.0
81708,5.0
74158,1.0
16333,2.0
72781,4.0
11522,5.0
35672,5.0
14065,3.0
83662,5.0
82895,1.0
83040,5.0
89314,4.0
58639,5.0
51129,1.0
18902,3.0
77133,3.0
89688,3.0
34310,4.0
17749,5.0
81357,2.0
22405,4.0
25194,1.0
63836,2.0
69044,5.0
85123,5.0
70127,4.0
81521,3.0
13149,4.0
43603,4.0
84257,3.0
5495,4.0
43572,5.0
83421,3.0
33163,4.0
62627,3.0
35858,4.0
29311,4.0
13052,2.0
56477,4.0
14216,5.0
20816,5.0
70341,4.0
79352,3.0
52079,4.0
55678,4.0
75911,5.0
74928,4.0
55979,4.0
38086,3.0
10468,3.0
10522,5.0
89327,3.0
18161,1.0
43480,5.0
80263,2.0
76656,5.0
79020,3.0
5973,5.0
55769,3.0
83475,3.0
17560,3.0
84545,5.0
60298,3.0
20072,2.0
64544,5.0
56922,1.0
84865,2.0
46599,4.0
3733,2.0
87231,2.0
62721,4.0
6701,4.0
88593,3.0
38553,4.0
12474,1.0
66200,4.0
77359,4.0
5481,5.0
8304,3.0
88372,5.0
19229,5.0
27720,4.0
84313,2.0
34337,1.0
71730,3.0
75113,3.0
5025,4.0
72385,5.0
48843,4.0
1938,3.0
80232,3.0
41018,3.0
31309,5.0
83042,3.0
65271,4.0
7718,4.0
16934,1.0
49990,3.0
86640,2.0
27871,1.0
25580,1.0
52565,3.0
7774,2.0
66269,3.0
83292,2.0
71618,1.0
9927,4.0
60791,3.0
61439,1.0
57519,4.0
41361,3.0
20941,1.0
63111,1.0
45056,4.0
40802,5.0
44686,1.0
61798,3.0
26173,3.0
17835,5.0
14852,5.0
34664,4.0
16332,3.0
35579,4.0
58237,4.0
63889,3.0
67261,2.0
87061,3.0
87159,2.0
29391,3.0
43507,2.0
10417,3.0
70987,4.0
68005,3.0
45321,4.0
18179,4.0
69326,5.0
25924,4.0
63266,2.0
25287,4.0
76118,3.0
32382,4.0
70233,3.0
33809,5.0
75576,4.0
74270,1.0
71778,5.0
85104,4.0
43751,3.5
62640,2.0
67414,2.0
58207,5.0
52326,1.0
3864,5.0
76111,1.0
69944,5.0
13768,1.0
41150,1.0
23056,3.0
77868,5.0
80345,5.0
79441,5.0
70533,4.0
22154,5.0
52071,4.0
41467,4.0
28547,2.0
31146,2.0
34033,4.0
57716,2.0
10727,1.0
9799,3.0
21327,4.0
63734,4.0
7183,4.0
83031,3.0
74350,4.0
56822,3.0
87548,4.0
20907,4.0
81207,1.0
36223,4.0
89144,4.0
61949,4.0
70785,3.0
74230,5.0
50861,4.0
15814,3.0
19961,3.0
66937,4.0
88670,4.0
59636,3.0
47756,3.0
41674,5.0
13626,4.0
51457,4.0
2922,5.0
78992,3.0
78959,4.0
65152,3.0
33682,3.0
51975,5.0
41980,5.0
87202,2.0
14209,3.0
52254,3.0
77042,4.0
27308,2.0
34705,2.0
24144,1.0
24925,1.0
54458,1.0
36007,1.0
17634,1.0
14998,3.0
69635,3.0
32939,2.0
49695,3.0
50435,3.0
17025,2.0
37727,4.0
2833,4.0
80623,4.0
31734,4.0
7255,5.0
23202,5.0
59806,3.0
61794,3.0
66370,4.0
62750,4.0
54270,4.0
36975,5.0
19849,3.0
76394,3.0
79075,3.0
67807,4.0
45935,3.0
67738,3.0
31974,4.0
34063,4.0
77164,2.0
33992,5.0
11531,1.0
89616,4.0
54706,3.0
27444,4.0
35072,4.0
57038,4.0
84589,3.0
16655,5.0
11827,5.0
16860,3.0
6803,3.0
29179,2.0
8824,5.0
5561,1.0
66090,2.0
46584,4.0
52701,5.0
24892,5.0
17923,3.0
8792,4.0
28496,4.0
44966,3.0
63370,4.0
7658,4.0
14113,4.0
62585,2.0
64753,2.0
88516,3.0
21686,4.0
30366,4.0
6498,4.0
27455,1.0
75127,2.0
55671,1.0
44343,3.0
3578,5.0
44593,4.0
14659,2.0
40792,2.0
85120,3.0
82899,3.0
14176,3.0
32087,3.0
75264,4.0
19122,3.0
34963,3.0
70694,4.0
26848,1.0
81284,3.0
60677,4.0
30427,3.0
42421,4.0
32996,4.0
1940,4.0
59167,4.0
89647,4.0
77683,4.0
29673,4.0
46380,5.0
77981,5.0
38463,3.0
40662,2.0
75699,4.0
46333,3.0
40394,4.0
40447,5.0
4838,3.0
81571,5.0
37004,4.0
56867,3.0
78448,3.0
5957,4.0
20001,3.0
46728,4.0
8482,4.0
58360,4.0
42088,2.0
35633,4.0
32771,4.0
16673,4.0
10323,4.0
25976,4.0
8385,2.0
16059,5.0
59265,3.0
15468,4.0
40259,5.0
45143,3.0
69964,2.0
26244,2.0
46268,5.0
33026,3.0
37507,3.0
74153,4.0
20366,4.0
25864,4.0
47132,4.0
66677,2.0
70787,4.0
6396,1.0
85340,3.0
77892,3.0
76844,3.0
79866,3.0
12865,4.0
20281,4.0
71654,4.0
69142,4.0
54156,4.0
56458,5.0
9605,4.0
42883,3.0
58417,2.0
7829,3.0
33468,5.0
83545,3.0
82648,5.0
74739,3.0
52458,4.0
1036,4.0
81012,3.0
66330,2.0
13424,2.0
20502,4.0
34086,2.0
80774,4.0
18467,3.0
50119,3.0
59161,4.0
25948,4.0
50538,3.0
16614,3.0
43686,4.0
37349,5.0
69175,2.0
25490,4.0
19207,3.0
29500,4.0
56134,3.0
49749,5.0
45279,5.0
89160,4.0
29313,4.0
69298,5.0
41101,3.0
57490,5.0
36340,5.0
44196,5.0
36760,5.0
43496,4.0
29726,4.0
35293,5.0
31687,4.0
66752,4.0
16140,4.0
27843,5.0
73035,5.0
85468,3.0
42060,3.0
10122,5.0
71332,3.0
55844,4.0
75619,5.0
44055,1.0
4673,1.0
41043,3.0
89179,4.0
78688,3.0
9298,4.0
22120,4.0
77809,3.0
79719,3.0
14325,3.0
59348,1.0
6023,2.0
80686,3.0
14911,5.0
36924,5.0
12974,4.0
52390,4.0
33937,4.0
54494,4.0
74987,4.0
38557,3.0
61035,4.0
82033,3.0
88722,4.0
57380,2.0
68487,4.0
4773,3.0
49631,4.0
72314,2.0
71806,3.0
338,3.0
48977,3.0
74480,4.0
1447,4.0
4519,2.0
67463,2.0
69480,1.0
72815,5.0
13838,2.0
40876,3.0
34736,1.0
77877,2.0
52280,4.0
71951,4.0
55158,4.0
34916,2.0
15805,5.0
80338,3.0
35469,4.0
421,3.0
66292,5.0
72125,3.0
25576,4.0
8066,4.0
2868,2.0
55760,4.0
66389,3.0
85825,5.0
1368,3.0
46849,3.0
62576,2.0
76279,3.0
77754,2.0
86296,2.0
43548,3.0
68062,3.0
29790,2.0
12557,2.0
61148,2.0
1294,3.0
16608,4.0
55349,3.0
19950,4.0
22777,2.0
3633,3.0
21445,5.0
8224,1.0
37829,3.0
59502,4.0
14594,3.0
84880,4.0
82216,2.0
11689,5.0
38124,1.0
927,4.0
443,5.0
60068,5.0
38159,4.0
22611,4.0
78253,4.0
22002,3.0
22052,3.0
25953,2.0
36125,1.0
41179,3.0
88530,4.0
79161,5.0
56800,4.0
16762,3.0
43559,4.0
27209,4.0
87396,2.0
76157,3.0
5046,4.0
66988,2.0
14263,4.0
41545,4.0
40589,3.0
84572,4.0
43547,5.0
81744,2.0
6485,1.0
69780,1.0
77197,3.0
7421,3.0
84406,4.0
87693,4.0
20920,2.0
44077,2.0
15837,4.0
87689,5.0
89332,4.0
77649,3.0
78353,4.0
67953,5.0
48348,4.0
70943,5.0
56885,1.0
70869,1.0
18623,4.0
74236,2.0
25101,3.0
53297,4.0
66527,1.0
55931,5.0
73921,3.0
59354,3.0
64447,5.0
57934,4.0
22509,5.0
81192,5.0
77309,4.0
85894,4.0
33354,5.0
36268,5.0
32335,1.0
21972,4.0
83017,4.0
33369,3.0
26056,3.0
22562,2.0
72043,5.0
51300,5.0
80317,3.0
46496,2.0
42731,5.0
51240,3.0
87067,5.0
74437,4.0
68552,5.0
81476,4.0
61656,4.0
61606,4.0
50826,4.0
50735,2.0
14433,4.0
15322,4.0
38876,5.0
57195,4.0
73266,4.0
15186,2.0
21523,3.0
30432,5.0
88164,2.0
1308,3.0
84085,4.0
11593,5.0
25050,5.0
64683,4.0
20148,4.0
3937,5.0
19818,5.0
16314,5.0
68982,2.0
12825,4.0
73236,4.0
75853,5.0
79192,5.0
4510,5.0
71706,3.0
52955,3.0
50970,4.0
64461,4.0
75887,3.0
7089,5.0
46922,4.0
59412,4.0
76590,1.0
1028,4.0
63393,5.0
10932,3.0
76896,3.0
5976,3.0
76764,3.0
36056,4.0
72636,4.0
73441,4.0
66943,1.0
1017,4.0
20730,4.0
74207,4.0
69726,3.0
45993,1.0
59172,3.0
79450,4.0
84867,3.0
78461,4.0
83560,4.0
59230,4.0
67039,4.0
7584,3.0
58926,4.0
46655,4.0
32560,5.0
26352,2.0
31463,3.0
63136,4.0
60908,2.0
62040,4.0
36958,1.0
11169,3.0
71546,4.0
52633,2.0
48212,4.0
48232,5.0
28629,3.0
76139,1.0
32260,1.0
54476,4.0
20472,5.0
42555,4.0
67721,3.0
87370,4.0
7186,5.0
36790,4.0
1337,4.0
14017,5.0
34844,4.0
77114,3.0
5985,3.0
64754,3.0
80818,3.0
82040,4.0
72386,4.0
46605,5.0
20121,2.0
14032,3.0
43412,4.0
48168,3.0
10226,2.0
30892,3.0
30114,4.0
48400,4.0
86584,5.0
69838,4.0
57258,4.0
10507,5.0
81976,3.0
84379,2.0
41867,1.0
73541,3.0
84950,4.0
23143,5.0
66762,3.0
7902,4.0
60544,4.0
73786,1.0
59836,5.0
46093,5.0
66820,3.0
5918,4.0
70113,4.0
39513,4.0
71396,3.0
