,rating
72217,5.0
66128,3.0
35754,1.0
44623,5.0
61025,2.0
60135,1.0
17049,3.0
54969,4.0
76050,1.0
62674,2.0
22478,2.0
13786,3.0
7299,2.0
2562,4.0
69409,4.0
37504,1.0
77946,2.0
50975,1.0
16115,2.0
35204,4.0
7624,5.0
71737,3.0
67257,4.0
38059,3.0
3621,5.0
71193,4.0
72374,5.0
64570,5.0
35566,4.0
71714,3.0
72016,3.0
2382,5.0
29068,3.0
53004,5.0
67202,3.0
25062,4.0
8893,5.0
27194,4.0
60985,4.0
62581,4.0
82649,3.0
87981,4.0
74926,4.0
71536,5.0
30221,4.0
35140,4.0
41907,3.0
81797,4.0
38243,2.0
51646,3.0
84463,4.0
39420,3.0
13108,4.0
10310,5.0
52153,1.0
42204,4.0
25174,5.0
74799,2.0
55568,2.0
43161,5.0
58666,1.0
24536,1.0
63101,2.0
64858,3.0
35403,1.0
71579,1.0
381,4.0
52924,3.0
481,5.0
84356,5.0
67562,5.0
9538,5.0
20608,3.0
34098,1.0
79409,5.0
88789,4.0
64438,5.0
46145,3.0
8232,5.0
27940,4.0
81989,1.0
35863,1.0
70273,5.0
22708,5.0
86563,4.0
77879,4.0
28621,4.0
65716,4.0
7965,4.0
24599,4.0
66707,3.0
43783,5.0
66406,5.0
24859,3.0
56865,3.0
84469,3.0
29329,4.0
34442,3.0
89375,4.0
38312,5.0
17952,4.0
20571,1.0
20916,5.0
65978,2.0
67768,2.0
39089,5.0
85985,4.0
1112,1.0
57847,1.0
55106,1.0
87297,2.0
30710,1.0
52433,1.0
10635,5.0
29810,3.0
88895,4.0
16645,4.0
63323,3.0
52947,3.0
10423,4.0
29809,4.0
39111,5.0
83783,4.0
82032,5.0
3649,2.0
3402,1.0
66111,3.0
28546,2.0
58671,3.0
48794,3.0
68632,2.0
30834,2.0
9114,2.0
77294,5.0
13374,4.0
84492,5.0
88921,1.0
88919,5.0
593,1.0
22332,4.0
76557,3.0
35839,3.0
84383,4.0
6223,4.0
28380,4.0
85131,4.0
66946,4.0
15518,3.0
55767,4.0
52708,4.0
45774,4.0
45617,2.0
27593,4.0
39858,4.0
86144,3.0
71444,4.0
4045,3.0
11026,4.0
33644,2.0
50657,3.0
21410,3.0
77497,2.0
68167,2.0
30695,3.0
34766,1.0
35032,3.0
16341,3.0
43001,4.0
84128,5.0
38306,4.0
23518,3.0
1021,4.0
2012,4.0
3549,2.0
21690,4.0
6301,5.0
34462,4.0
89002,3.0
51489,3.0
36433,4.0
42479,3.0
48544,2.0
10676,4.0
6910,4.0
3341,4.0
2088,5.0
65736,3.0
78510,4.0
89071,4.0
26214,4.0
66913,2.0
41407,5.0
58951,4.0
18589,5.0
76250,5.0
23346,5.0
56929,5.0
29575,1.0
61546,5.0
40408,4.0
6197,3.0
65861,2.0
54171,3.0
3948,4.0
13573,4.0
35198,3.0
37246,5.0
67103,5.0
89408,4.0
74415,3.0
898,4.0
88915,1.0
14809,3.0
31134,3.0
31095,2.0
16700,4.0
33418,3.0
87520,2.0
12964,3.0
19214,4.0
62544,5.0
4546,5.0
20994,3.0
30284,3.0
54023,4.0
7910,2.0
63821,3.0
27344,3.0
39957,4.0
20714,4.0
86504,5.0
16490,3.0
24123,4.0
24099,2.0
14084,2.0
55174,5.0
11162,4.0
47605,3.0
75952,3.0
82070,3.0
65726,3.0
57197,4.0
77025,3.0
8278,4.0
36365,4.0
76019,2.0
73680,3.0
87526,4.0
71097,2.0
65437,4.0
30387,5.0
89470,4.0
11377,3.0
8137,1.0
79947,4.0
65328,1.0
10868,1.0
63689,5.0
78131,2.0
29937,1.0
12144,5.0
50482,2.0
53127,4.0
23838,1.0
65571,2.0
18981,2.0
25298,5.0
38333,4.0
39251,4.0
87215,2.0
61933,4.0
13083,3.0
52791,2.0
39932,4.0
13940,2.0
42946,5.0
36646,4.0
64922,3.0
9032,2.0
87094,4.0
10665,4.0
14395,1.0
761,3.0
37317,4.0
45751,5.0
17930,5.0
12176,5.0
54459,3.0
27810,2.0
77650,4.0
89078,3.0
23007,2.0
75666,3.0
19682,4.0
10904,3.0
11284,5.0
32590,1.0
69537,5.0
18983,2.0
42316,4.0
38413,5.0
