,user id,movie id,age,occupation,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating
75490,690,163,35,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
52080,457,770,33,16,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.0
98272,925,98,18,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
98296,925,682,18,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0
20764,211,263,66,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
51883,457,114,33,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
86618,808,270,45,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.0
36831,336,1118,23,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
51841,457,15,33,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
49739,443,678,35,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
51962,457,248,33,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
75520,690,364,35,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
51965,457,258,33,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
52035,457,553,33,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0
51847,457,31,33,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4.0
52056,457,664,33,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
52005,457,436,33,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0
51973,457,288,33,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0
20774,211,457,66,16,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
51877,457,96,33,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0
81151,753,427,56,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
12007,112,689,30,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
52040,457,569,33,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.0
52086,457,831,33,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0
51921,457,183,33,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5.0
86632,808,346,45,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
75530,690,451,35,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0
11996,112,325,30,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0
36808,336,859,23,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0
36727,336,72,23,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0
51913,457,173,33,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
